codigo_ibge,municipio,uf,data,ano_evento,descricao_tipologia,grupo_de_desastre,status,dh_mortos,dh_feridos,dh_enfermos,dh_desabrigados,dh_desalojados,dh_total_danos_humanos,dh_outros_afetados,cobrade,populacao,dh_desaparecidos
5100300,Alto Araguaia,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5103254,Colniza,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5101407,Aripuanã,MT,2004-02-05T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5102702,Canarana,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106273,Novo Horizonte do Norte,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5105150,Juína,MT,2004-02-05T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5104807,Jaciara,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5104559,Itaúba,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5100805,Apiacás,MT,2004-02-05T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106216,Nova Canaã do Norte,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106307,Paranatinga,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106802,Porto dos Gaúchos,MT,2004-02-05T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5108055,Terra Nova do Norte,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5108956,Nova Monte Verde,MT,2004-02-05T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5104906,Jangada,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5105903,Nobres,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5108352,Vale de São Domingos,MT,2004-02-05T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5100250,Alta Floresta,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5102850,Castanheira,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5103007,Chapada dos Guimarães,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5103502,Diamantino,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5105101,Juara,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5105176,Juruena,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106109,Nossa Senhora do Livramento,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106158,Nova Bandeirantes,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106703,Ponte Branca,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5107305,São José do Rio Claro,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5107941,Tabaporã,MT,2004-02-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5107743,Santa Cruz do Xingu,MT,2004-02-06T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,44,259,1632,1329,NA,NA,NA
1702158,Araguanã,TO,2004-02-06T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,56,116,172,0,NA,NA,NA
2101400,Balsas,MA,2004-02-08T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,0,0,468,0,1005,1473,0,NA,NA,NA
2111409,São Luís Gonzaga do Maranhão,MA,2004-02-09T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,162,1148,1310,0,NA,NA,NA
1712702,Mateiros,TO,2004-02-09T00:00:00Z,2004,Alagamentos,Hidrológico,Registro,0,0,0,0,3,17,14,NA,NA,NA
1506161,Rio Maria,PA,2004-02-09T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,186,9763,9577,NA,NA,NA
2100436,Alto Alegre do Maranhão,MA,2004-02-10T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1504208,Marabá,PA,2004-02-10T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1703206,Bernardo Sayão,TO,2004-02-11T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5107040,Primavera do Leste,MT,2004-02-11T00:00:00Z,2004,Erosão,Outros,Registro,0,0,0,0,0,0,0,NA,NA,NA
5102678,Campo Verde,MT,2004-02-11T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1713205,Miracema do Tocantins,TO,2004-02-13T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5103353,Confresa,MT,2004-02-14T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,180,4650,4830,0,NA,NA,NA
5107776,Santa Terezinha,MT,2004-02-15T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,106,1100,1206,0,NA,NA,NA
5106315,Novo Santo Antônio,MT,2004-02-15T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,65,468,533,0,NA,NA,NA
5105309,Luciara,MT,2004-02-15T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,180,550,730,0,NA,NA,NA
5107925,Sorriso,MT,2004-02-15T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1720200,São Miguel do Tocantins,TO,2004-02-15T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,5,28,39,6,NA,NA,NA
2108801,Pirapemas,MA,2004-02-16T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1707405,Esperantina,TO,2004-02-21T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106653,Pontal do Araguaia,MT,2004-02-24T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,30,0,455,425,NA,NA,NA
1507805,Senador José Porfírio,PA,2004-02-25T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,360,80,970,1410,0,NA,NA,NA
5101803,Barra do Garças,MT,2004-02-26T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,131,131,0,NA,NA,NA
5106240,Nova Ubiratã,MT,2004-02-26T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106265,Novo Mundo,MT,2004-03-02T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106224,Nova Mutum,MT,2004-03-04T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1703891,Carrasco Bonito,TO,2004-03-05T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,43,43,NA,NA,NA
1722107,Xambioá,TO,2004-03-07T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,0,0,597,1197,600,NA,NA,NA
2111508,São Mateus do Maranhão,MA,2004-03-07T00:00:00Z,2004,Inundações,Hidrológico,Registro,0,0,20,415,320,773,18,NA,NA,NA
1702208,Araguatins,TO,2004-03-08T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,75,75,NA,NA,NA
1720309,São Sebastião do Tocantins,TO,2004-03-09T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,40,0,56,1474,1378,NA,NA,NA
1504604,Mocajuba,PA,2004-03-12T00:00:00Z,2004,Inundações,Hidrológico,Registro,2,0,89,200,175,596,130,NA,NA,NA
5104104,Guarantã do Norte,MT,2004-03-20T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,35,90,125,0,NA,NA,NA
5100250,Alta Floresta,MT,2004-03-22T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1506708,Santana do Araguaia,PA,2004-03-23T00:00:00Z,2004,Inundações,Hidrológico,Reconhecido,0,0,0,1776,1724,3500,0,NA,NA,NA
2104073,Feira Nova do Maranhão,MA,2004-03-26T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5104559,Itaúba,MT,2004-05-28T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1400704,Uiramutã,RR,2004-06-02T00:00:00Z,2004,Enxurradas,Hidrológico,Reconhecido,2,0,94,0,0,301,205,NA,NA,NA
5100607,Alto Taquari,MT,2004-06-24T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5103304,Comodoro,MT,2004-07-11T00:00:00Z,2004,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5100250,Alta Floresta,MT,2004-09-22T00:00:00Z,2004,Vendavais e Ciclones,Meteorológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1302504,Manacapuru,AM,2005-01-17T00:00:00Z,2005,Vendavais e Ciclones,Meteorológico,Registro,1,71,0,1326,110,1512,4,NA,NA,NA
5107305,São José do Rio Claro,MT,2005-01-23T00:00:00Z,2005,Erosão,Outros,Registro,0,0,0,0,0,0,0,NA,NA,NA
5104203,Guiratinga,MT,2005-01-28T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5100201,Água Boa,MT,2005-02-04T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108600,Vila Rica,MT,2005-02-15T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,1150,1150,0,NA,NA,NA
5103379,Cotriguaçu,MT,2005-02-17T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1505106,Óbidos,PA,2005-02-17T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
1500602,Altamira,PA,2005-02-17T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1504208,Marabá,PA,2005-02-18T00:00:00Z,2005,Inundações,Hidrológico,Registro,2,0,371,2725,7270,10368,0,NA,NA,NA
1507300,São Félix do Xingu,PA,2005-02-18T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,63,29,190,282,0,NA,NA,NA
5103254,Colniza,MT,2005-02-21T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,1489,10489,9000,NA,NA,NA
1506187,Rondon do Pará,PA,2005-02-22T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,3,3,0,0,6,0,NA,NA,NA
5100607,Alto Taquari,MT,2005-02-26T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5108105,Tesouro,MT,2005-02-26T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5108204,Torixoréu,MT,2005-02-26T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5107602,Rondonópolis,MT,2005-02-28T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5105259,Lucas do Rio Verde,MT,2005-03-01T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5103056,Cláudia,MT,2005-03-02T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5103700,Feliz Natal,MT,2005-03-04T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,3000,3000,0,NA,NA,NA
5105101,Juara,MT,2005-03-04T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5107941,Tabaporã,MT,2005-03-06T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5105150,Juína,MT,2005-03-10T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1500347,Água Azul do Norte,PA,2005-03-10T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,8,26,50,25,4612,4503,NA,NA,NA
1702158,Araguanã,TO,2005-03-11T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,270,0,270,0,NA,NA,NA
5105606,Matupá,MT,2005-03-12T00:00:00Z,2005,Inundações,Hidrológico,Reconhecido,0,0,0,2,0,5002,5000,NA,NA,NA
1100148,Nova Brasilândia DOeste,RO,2005-03-14T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1100288,Rolim de Moura,RO,2005-03-14T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,1,23,115,92,281,2108,1596,NA,NA,NA
1508100,Tucuruí,PA,2005-03-14T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,697,365,1062,0,NA,NA,NA
5102850,Castanheira,MT,2005-03-15T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1508407,Xinguara,PA,2005-03-16T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,0,800,0,5,6677,5872,NA,NA,NA
1507300,São Félix do Xingu,PA,2005-03-17T00:00:00Z,2005,Inundações,Hidrológico,Reconhecido,0,0,62,35,260,757,400,NA,NA,NA
1508084,Tucumã,PA,2005-03-18T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,0,307,139,68,8014,7500,NA,NA,NA
1502004,Cachoeira do Arari,PA,2005-03-18T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1500602,Altamira,PA,2005-03-21T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,2694,674,95,3463,0,NA,NA,NA
1504208,Marabá,PA,2005-03-21T00:00:00Z,2005,Inundações,Hidrológico,Reconhecido,1,0,0,1590,2255,13692,9846,NA,NA,NA
1503754,Jacareacanga,PA,2005-03-23T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,3,0,719,0,0,4222,3500,NA,NA,NA
1505031,Novo Progresso,PA,2005-03-28T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,0,94,240,108,12078,11636,NA,NA,NA
5107248,Santa Carmem,MT,2005-03-29T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5107248,Santa Carmem,MT,2005-03-29T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,99,0,0,2899,2800,NA,NA,NA
1702109,Araguaína,TO,2005-03-31T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,0,129,72,230,30862,30431,NA,NA,NA
5103254,Colniza,MT,2005-03-31T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1505908,Porto de Moz,PA,2005-04-02T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,128,1420,0,1115,3238,575,NA,NA,NA
1501204,Baião,PA,2005-04-02T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,120,140,680,1022,82,NA,NA,NA
5106802,Porto dos Gaúchos,MT,2005-04-04T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1503606,Itaituba,PA,2005-04-04T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,300,0,0,10350,10050,NA,NA,NA
1702109,Araguaína,TO,2005-04-04T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1501006,Aveiro,PA,2005-04-06T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108303,União do Sul,MT,2005-04-08T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1508050,Trairão,PA,2005-04-09T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,282,0,0,4282,4000,NA,NA,NA
1506195,Rurópolis,PA,2005-04-12T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,9,0,275,0,0,7025,6740,NA,NA,NA
5104807,Jaciara,MT,2005-04-14T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
1500859,Anapu,PA,2005-04-14T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,398,241,380,1019,0,NA,NA,NA
5106372,Pedra Preta,MT,2005-04-15T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,1,371,370,NA,NA,NA
5100300,Alto Araguaia,MT,2005-04-15T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5107800,Santo Antônio do Leverger,MT,2005-04-15T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106158,Nova Bandeirantes,MT,2005-04-15T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5104104,Guarantã do Norte,MT,2005-04-18T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108956,Nova Monte Verde,MT,2005-04-18T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1505486,Pacajá,PA,2005-04-19T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,896,0,0,896,0,NA,NA,NA
5102793,Carlinda,MT,2005-04-19T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108055,Terra Nova do Norte,MT,2005-04-19T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5100409,Alto Garças,MT,2005-04-20T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5103379,Cotriguaçu,MT,2005-04-20T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108501,Vera,MT,2005-04-22T00:00:00Z,2005,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5103601,Dom Aquino,MT,2005-04-26T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5104609,Itiquira,MT,2005-04-26T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
1500503,Almeirim,PA,2005-04-29T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,3842,0,5968,9811,0,NA,NA,NA
5105200,Juscimeira,MT,2005-05-06T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
1505304,Oriximiná,PA,2005-05-09T00:00:00Z,2005,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108907,Nova Maringá,MT,2005-05-10T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5107040,Primavera do Leste,MT,2005-05-24T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5102678,Campo Verde,MT,2005-05-24T00:00:00Z,2005,Estiagem e Seca,Climatológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
1504802,Monte Alegre,PA,2005-05-26T00:00:00Z,2005,Movimento de Massa,Hidrológico,Registro,0,0,0,0,125,162,37,NA,NA,NA
5107008,Poxoréu,MT,2005-06-17T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1508159,Uruará,PA,2005-07-03T00:00:00Z,2005,Doenças infecciosas,Outros,Registro,0,0,880,0,0,880,0,NA,NA,NA
5100201,Água Boa,MT,2005-08-31T00:00:00Z,2005,Erosão,Outros,Registro,2,0,0,0,45,66,19,NA,NA,NA
1200013,Acrelândia,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200054,Assis Brasil,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200104,Brasiléia,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200138,Bujari,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200179,Capixaba,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200252,Epitaciolândia,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200385,Plácido de Castro,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200401,Rio Branco,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200450,Senador Guiomard,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200500,Sena Madureira,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200708,Xapuri,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1200807,Porto Acre,AC,2005-09-01T00:00:00Z,2005,Incêndio Florestal,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1508159,Uruará,PA,2005-09-14T00:00:00Z,2005,Doenças infecciosas,Outros,Registro,0,0,76,0,0,731,655,NA,NA,NA
1507300,São Félix do Xingu,PA,2005-10-03T00:00:00Z,2005,Granizo,Meteorológico,Registro,0,2,0,0,6,8,0,NA,NA,NA
1508100,Tucuruí,PA,2005-10-06T00:00:00Z,2005,Vendavais e Ciclones,Meteorológico,Registro,0,13,0,0,965,12694,11716,NA,NA,NA
1507300,São Félix do Xingu,PA,2005-10-10T00:00:00Z,2005,Doenças infecciosas,Outros,Registro,0,0,0,374,0,374,0,NA,NA,NA
1507979,Terra Santa,PA,2005-10-14T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1503002,Faro,PA,2005-10-16T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1503903,Juruti,PA,2005-10-17T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1506807,Santarém,PA,2005-10-17T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,1250,0,0,38678,37428,NA,NA,NA
1500404,Alenquer,PA,2005-10-20T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1502855,Curuá,PA,2005-10-20T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1505106,Óbidos,PA,2005-10-21T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1506005,Prainha,PA,2005-10-21T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1505304,Oriximiná,PA,2005-10-22T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
1503606,Itaituba,PA,2005-10-24T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5107602,Rondonópolis,MT,2005-11-07T00:00:00Z,2005,Vendavais e Ciclones,Meteorológico,Registro,0,0,0,0,18,37,19,NA,NA,NA
1505031,Novo Progresso,PA,2005-11-10T00:00:00Z,2005,Doenças infecciosas,Outros,Registro,2,0,2100,0,0,2102,0,NA,NA,NA
1505908,Porto de Moz,PA,2005-11-15T00:00:00Z,2005,Estiagem e Seca,Climatológico,Registro,0,0,1106,0,0,4246,3140,NA,NA,NA
5106307,Paranatinga,MT,2005-12-16T00:00:00Z,2005,Enxurradas,Hidrológico,Reconhecido,0,40,81,645,1429,4742,2547,NA,NA,NA
5106828,Porto Esperidião,MT,2006-02-01T00:00:00Z,2006,Enxurradas,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106158,Nova Bandeirantes,MT,2006-02-02T00:00:00Z,2006,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106299,Paranaíta,MT,2006-02-02T00:00:00Z,2006,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5100805,Apiacás,MT,2006-02-02T00:00:00Z,2006,Inundações,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5106216,Nova Canaã do Norte,MT,2006-02-02T00:00:00Z,2006,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5102793,Carlinda,MT,2006-02-05T00:00:00Z,2006,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108956,Nova Monte Verde,MT,2006-02-07T00:00:00Z,2006,Inundações,Hidrológico,Registro,0,0,0,0,0,0,0,NA,NA,NA
5108055,Terra Nova do Norte,MT,2006-02-07T00:00:00Z,2006,Enxurradas,Hidrológico,Reconhecido,0,0,0,0,0,0,0,NA,NA,NA
5102678,Campo Verde,MT,2006-02-07T00:00:00Z,2006,Erosão,Outros,Registro,0,0,0,0,0,0,0,NA,NA,NA
5106422,Peixoto de Azevedo,MT,2006-02-12T00:00:00Z,2006,Inundações,Hidrológico,Registro,0,0,0,55,500,665,110,NA,NA,NA
