issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,11293,14466-596963847-596975139-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2023-09-18,,,,NA,207114,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,65,14466-596975143-596975207-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,216002,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,3,14466-596975140-596975142-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,216357,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,2000,14466-596975208-596977207-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-12-18,Banco BPM S.p.A,Retirement for Person or Organization,Compensazione delle emissioni residue di Scope 1 e 2 market based Gruppo Banco BPM anno 2024,NA,247931,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,12,14466-596977208-596977219-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-10-21,Olive Ashburn Resources Sdn. Bhd.,Retirement for Person or Organization,"To offset Scope 1, 2 and 3 company's emissions for 2023",NA,248467,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,1248,14466-596978208-596979455-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,256678,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,196,14466-596977972-596978167-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-08-21,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,256787,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,40,14466-596978168-596978207-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-08-21,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,256820,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,752,14466-596977220-596977971-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,265579,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,255,14466-596979466-596979720-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2025-02-27,Arcanjo Renegado - 4ª Temporada - AfroReggae Audiovisual S.A.,Corporate Emissions Inventory Accounting,Neutralização das emissões de Carbono da Produção Arcanjo Renegado 4ª Temporada,NA,268675,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,11000,14466-596982646-596993645-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2025-02-13,Redeia Corporación SA,Retirement for Person or Organization,Compensación de emisiones de Alcance 1 y emisiones asociadas a los eventos corporativos (Junta de Accionistas y Jornadas de Sostenibilidad) 2024,NA,269670,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,1,14466-596979456-596979456-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-12-19,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,269883,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,9,14466-596979457-596979465-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,276684,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,7500,14466-596994646-597002145-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,277883,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,1000,14466-596993646-596994645-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,281170,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,2800,14466-596979846-596982645-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,281232,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,92,14466-596979721-596979812-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2025-05-22,Peck Promoções e Eventos | CNPJ 05.198.962/0001-10,Retirement for Person or Organization,Neutralização de Carbono | Clássicos do Brasil 2025,NA,282480,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,61200,14466-597002146-597063345-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,288040,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,26809,14466-597102146-597128954-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,293103,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,38800,14466-597063346-597102145-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,293460,1382
2023-01-11,NA,VCU,2019-01-01,2019-12-31,2019-01-01,2019-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,33,14466-596979813-596979845-VCS-VCU-352-VER-BR-14-1382-01012019-31122019-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,294220,1382
2023-01-11,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,9541,14467-597128955-597138495-VCS-VCU-352-VER-BR-14-1382-01012020-31122020-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,190879,1382
2023-01-11,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,14449,14467-597138496-597152944-VCS-VCU-352-VER-BR-14-1382-01012020-31122020-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2023-09-18,,,,NA,205831,1382
2023-01-11,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,130000,14467-597152945-597282944-VCS-VCU-352-VER-BR-14-1382-01012020-31122020-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-05-31,Petrobras,Retirement for Person or Organization,Compensação das emissões da Gasolina Petrobras Podium Carbono Neutro,NA,216003,1382
2023-01-11,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,20000,14467-597282945-597302944-VCS-VCU-352-VER-BR-14-1382-01012020-31122020-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-07-02,,,,NA,243071,1382
2023-01-11,NA,VCU,2020-01-01,2020-12-31,2020-01-01,2020-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318046,935,14467-597302945-597303879-VCS-VCU-352-VER-BR-14-1382-01012020-31122020-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,246546,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,1,14468-597303880-597303880-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,190880,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,10293,14468-597313422-597323714-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2023-09-18,,,,NA,205832,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,100000,14468-597323715-597423714-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-07-02,,,,NA,216004,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,65,14468-597423715-597423779-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,246536,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,25000,14468-597423780-597448779-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-06-13,Saipem Group,Retirement for Person or Organization,Compensazione emissioni aziendali Saipem Group anno 2024,NA,246565,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,1500,14468-597448780-597450279-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,248782,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,1,14468-597450280-597450280-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-10-24,Vodafone Italia,Retirement for Person or Organization,Offsetting of October’s event emission,NA,256142,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,1008,14468-597451280-597452287-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-09-16,,,,NA,256680,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,168,14468-597451112-597451279-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-08-21,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,256788,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,3200,14468-597452288-597455487-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2025-03-12,,,,NA,261682,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,10000,14468-597455488-597465487-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-12-19,,,,NA,262536,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,1,14468-597450281-597450281-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2024-12-19,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,267557,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,13318,14468-597465488-597478805-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,FALSE,NA,,,,NA,276615,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,90,14468-597450282-597450371-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2025-01-08,On behalf of Patch's customers and/ or their End Users,Retirement for Person or Organization,On behalf of Patch's customers and/ or their End Users,NA,276683,1382
2023-01-11,NA,VCU,2021-01-01,2021-12-31,2021-01-01,2021-12-31,1382,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,318047,1,14468-597450372-597450372-VCS-VCU-352-VER-BR-14-1382-01012021-31122021-1,NA,CCB-Biodiversity Gold; CCB-Climate Gold; CCB-Community Gold,TRUE,2025-02-17,特力股份有限公司,Retirement for Person or Organization,特力集團2024尾牙活動,NA,278019,1382
