issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,2,18109-873007802-873007803-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,GDB BRASIL INTERNET E PROPAGANDA LTDA.,Retirement for Person or Organization,Escritório sede da GDB -  Período  01/01/2022 a 31/12/2022,NA,294530,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,14,18109-873007804-873007817-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,Delos Bureau - Fronteiras do Pensamento Porto Alegre 2024,Retirement for Person or Organization,Fronteiras do Pensamento Temporada 2024 - Porto Alegre - Período 30/04/2024 a 30/10/2024,NA,294671,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,16,18109-873007818-873007833-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,Delos Bureau - Fronteiras do Pensamento Porto Alegre 2023,Retirement for Person or Organization,Fronteiras do Pensamento Temporada 2023 - Porto Alegre - Período : 31/05/2023 a 04/10/2023,NA,294672,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,13,18109-873007834-873007846-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,Delos Bureau - Fronteiras do Pensamento São Paulo 2024,Retirement for Person or Organization,Fronteiras do Pensamento Temporada 2024 - São Paulo - Período: 02/05/2024 a 28/10/2024,NA,294673,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,18,18109-873007847-873007864-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,Delos Bureau -  Fronteiras do Pensamento São Paulo 2023,Retirement for Person or Organization,Fronteiras do Pensamento Temporada 2023 - São Paulo - Período: 29/05/2023 a 02/10/2023,NA,294674,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,3989,18109-873007865-873011853-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,BRASIL MOTORSPORT - Grande Prêmio de São Paulo de Fórmula 1 2023,Retirement for Person or Organization,Grande Prêmio de São Paulo 2023 - Período: 03/11/2023 a 05/11/2023,NA,294675,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,4226,18109-873011854-873016079-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,BRASIL MOTORSPORT - Grande Prêmio de São Paulo de Fórmula 1  - 2022,Retirement for Person or Organization,Grande Prêmio de São Paulo 2022 - Período: 11/11/2022 a 13/11/2022,NA,294676,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,2700,18109-873016080-873018779-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,DUNAS RACE PROMOÇÕES S.A - Rally dos Sertões 2024 (Prospera),Retirement for Person or Organization,Rally dos Sertões Temporada 2024 - Período:23/08/2024 a 31/08/2024,NA,294677,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,1055,18109-873018780-873019834-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,SOUTH SUMMIT BRASIL SPR LTDA - South Summit 2024,Retirement for Person or Organization,South Summit Brasil - Porto Alegre - Edição 2024 - Período: 20/03/2024 a 22/03/2024,NA,294678,1113
2025-05-27,NA,VCU,2018-01-01,2018-12-31,2018-01-01,2018-12-31,1113,The Valparaiso Project,Latin America,Brazil,Agriculture Forestry and Other Land Use,VM0007,165885,245,18109-873019835-873020079-VCS-VCU-352-VER-BR-14-1113-01012018-31122018-1,NA,CCB-Community Gold,TRUE,2025-05-29,IMM ESPORTE E ENTRETERIMENTO - Festival Taste São Paulo 2024,Retirement for Person or Organization,Taste São Paulo Festival 2024 - Período: 24/05/2024 a 09/06/2024,NA,294679,1113
