issuanceDate,programObjectives,instrumentType,vintageStart,vintageEnd,reportingPeriodStart,reportingPeriodEnd,resourceIdentifier,resourceName,region,country,protocolCategory,protocol,totalVintageQuantity,quantity,serialNumbers,externalSerialNumber,additionalCertifications,retiredCancelled,retireOrCancelDate,retirementBeneficiary,retirementReason,retirementDetails,inputTypes,holdingIdentifier,id_projeto
2013-02-04,NA,VCU,2011-07-01,2011-12-31,2011-07-01,2011-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,6090,6090,2678-117518582-117524671-VCU-010-MER-BR-1-130-01072011-31122011-1,NA,Social Carbon,TRUE,2013-03-06,NA,Other,“Retirada permanente de circulação do mercado em nome da Natura Cosméticos S.A. / Retirement on behalf of Natura Cosméticos S.A.”,NA,50013,130
2013-02-04,NA,VCU,2012-01-01,2012-09-30,2012-01-01,2012-09-30,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,8685,8685,2679-117524672-117533356-VCU-010-MER-BR-1-130-01012012-30092012-1,NA,Social Carbon,TRUE,2013-03-06,NA,Other,“Retirada permanente de circulação do mercado em nome da Natura Cosméticos S.A. / Retirement on behalf of Natura Cosméticos S.A.”,NA,50022,130
2012-05-18,NA,VCU,2011-01-01,2011-06-30,2011-01-01,2011-06-30,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,8069,8069,2237-92625614-92633682-VCU-008-MER-BR-1-130-01012011-30062011-1,NA,Social Carbon,TRUE,2012-10-02,NA,Other,“Retirada permanente de circulação do mercado em nome da Natura Cosméticos S.A. / Retirement on behalf of Natura Cosméticos S.A.”,NA,77365,130
2012-05-18,NA,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16544,1105,2238-92633683-92634787-VCU-008-MER-BR-1-130-01012010-31122010-1,NA,Social Carbon,TRUE,2012-05-18,NA,Other,“Retirado em nome de Rock in Rio 2011”,NA,77366,130
2012-05-18,NA,VCU,2010-01-01,2010-12-31,2010-01-01,2010-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16544,15439,2238-92634788-92650226-VCU-008-MER-BR-1-130-01012010-31122010-1,NA,Social Carbon,TRUE,2012-10-02,NA,Other,“Retirada permanente de circulação do mercado em nome da Natura Cosméticos S.A. / Retirement on behalf of Natura Cosméticos S.A.”,NA,77367,130
2012-05-18,NA,VCU,2009-04-01,2009-12-31,2009-04-01,2009-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,12608,12608,2239-92650227-92662834-VCU-008-MER-BR-1-130-01042009-31122009-1,NA,Social Carbon,TRUE,2012-10-02,NA,Other,“Retirada permanente de circulação do mercado em nome da Natura Cosméticos S.A. / Retirement on behalf of Natura Cosméticos S.A.”,NA,77368,130
2009-08-26,NA,VCU,2006-04-01,2006-12-31,2006-04-01,2006-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16906,500,195-6976866-6977365-VCU-009-TZ1-BR-1-130-01042006-31122006-1,NA,Social Carbon,TRUE,2015-06-18,NA,Other,"This voluntary cancellation is made on behalf of  ""Programa Amigo do Clima"". Details are disclosed at the Amigo do Clima website (www.amigodoclima.com)",NA,10404,130
2009-08-26,NA,VCU,2006-04-01,2006-12-31,2006-04-01,2006-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16906,100,195-6977366-6977465-VCU-009-TZ1-BR-1-130-01042006-31122006-1,NA,Social Carbon,FALSE,NA,,,,NA,32162,130
2009-08-26,NA,VCU,2006-04-01,2006-12-31,2006-04-01,2006-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16906,1906,195-6974960-6976865-VCU-009-TZ1-BR-1-130-01042006-31122006-1,NA,Social Carbon,TRUE,2011-01-11,NA,Other,Retired on behalf of Yealands Estate Wines Limited to offset its 1/7/2009 to 30/6/2010 greenhouse gas inventory as part of the requirements for carboNZero certification,NA,74669,130
2009-08-26,NA,VCU,2006-04-01,2006-12-31,2006-04-01,2006-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16906,14000,195-6960960-6974959-VCU-009-TZ1-BR-1-130-01042006-31122006-1,NA,Social Carbon,TRUE,2013-04-30,,,,NA,109134,130
2009-08-26,NA,VCU,2006-04-01,2006-12-31,2006-04-01,2006-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16906,250,195-6977616-6977865-VCU-009-TZ1-BR-1-130-01042006-31122006-1,NA,Social Carbon,FALSE,NA,,,,NA,157954,130
2009-08-26,NA,VCU,2006-04-01,2006-12-31,2006-04-01,2006-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,16906,150,195-6977466-6977615-VCU-009-TZ1-BR-1-130-01042006-31122006-1,NA,Social Carbon,FALSE,NA,,,,NA,270910,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,2861,196-6996211-6999071-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,FALSE,NA,,,,NA,32163,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,2000,196-6977866-6979865-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2013-01-04,,,,NA,74672,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,756,196-6979866-6980621-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2011-01-11,NA,Other,Retired on behalf of Yealands Estate Wines Limited to offset its 1/7/2009 to 30/6/2010 greenhouse gas inventory as part of the requirements for carboNZero certification,NA,74673,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,1561,196-6980622-6982182-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2011-04-13,NA,Other,NA,NA,74674,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,509,196-6982183-6982691-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2011-05-30,NA,Other,NA,NA,74675,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,8000,196-6986223-6994222-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2012-05-18,NA,Other,“Retirado em nome de Rock in Rio 2011”,NA,91250,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,988,196-6994223-6995210-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2015-07-02,NA,Other,Retirada em nome de Ticket Serviços S/A para compensação dos escopos 1 e 2 de seu inventário de emissões de gases de efeito estufa dos anos 2013 e 2014,NA,91251,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,741,196-6995211-6995951-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2018-09-03,Pernod Ricard Brasil,Other,Retirement on behalf of TIF 2018 - Pernod Ricard Brasil,NA,91252,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,9,196-6995952-6995960-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2018-09-14,Braztoa,Other,Retirement on behalf of Experiencia Braztoa Norte 2018,NA,91253,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,7,196-6995961-6995967-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2018-09-14,Braztoa,Other,Retirement on behalf of Experiencia Braztoa Nordeste 2018,NA,91254,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,8,196-6995968-6995975-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2018-10-04,Central Nacional Unimed,Other,Retirement on behalf of Festa de 20 anos Unimed,NA,91255,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,76,196-6995976-6996051-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-02-12,Ambev,Other,Retirement on behalf of Seals 2019 - Ambev Fevereiro 2019,NA,91256,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,19,196-6996052-6996070-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-03-22,WestRock,Other,Retirement on behalf of Fernando e Sorocaba Credicard Hall Marco 2019,NA,91257,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,7,196-6996071-6996077-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-03-26,Capitalismo Consciente,Other,Retirement on behalf of CCLAC marco 2019,NA,91258,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,1,196-6996078-6996078-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-04-25,Nespresso,Other,Retirement on behalf of Bike Graded School - Ativacao Nespresso - Sampa Comunicacao Abril 2019,NA,91259,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,38,196-6996079-6996116-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-04-25,SP Arte,Other,Retirement on behalf of SP Arte 2019,NA,91260,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,32,196-6996117-6996148-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-05-30,Inovax,Other,Retirement on behalf of Inventario de Emissoes de Gases de Efeito Estufa - Inovax 2018,NA,91261,130
2009-08-26,NA,VCU,2007-01-01,2007-12-31,2007-01-01,2007-12-31,130,"Arrozal, GGP and Sul America Ceramics Fuel Switching Project",Latin America,Brazil,Energy industries (renewable/non-renewable sources),AMS-I.C.,24066,34,196-6996149-6996182-VCU-009-TZ1-BR-1-130-01012007-31122007-1,NA,Social Carbon,TRUE,2019-06-03,APAS SHOW,Other,Retirement on behalf of APAS SHOW 2019,NA,91262,130
