code_muni,name_muni,code_state,abbrev_state,sg_uf,nome_municipio.x,sg_partido_prefeito,icat_prefeito,sg_ue,nome_municipio.y,uf,icat_medio,cat_medio_camara,dist,dist_abs,cat_prefeito,sintonia,sintonia_num
1200450,Senador Guiomard,12,AC,AC,SENADOR GUIOMARD,PP,16.94,01538,SENADOR GUIOMARD,AC,17.41090909090909,1. péssimo,-0.47090909090908895,0.47090909090908895,1. péssimo,1. Ambos péssimos,1
1200500,Sena Madureira,12,AC,AC,SENA MADUREIRA,PP,16.94,01457,SENA MADUREIRA,AC,16.53076923076923,1. péssimo,0.4092307692307706,0.4092307692307706,1. péssimo,1. Ambos péssimos,1
1200609,Tarauacá,12,AC,AC,TARAUACÁ,PP,16.94,01473,TARAUACA,AC,41.27230769230769,2. ruim,-24.33230769230769,24.33230769230769,1. péssimo,2. Péssimo e ruim,2
1200708,Xapuri,12,AC,AC,XAPURI,PP,16.94,01490,XAPURI,AC,24.80666666666667,1. péssimo,-7.866666666666667,7.866666666666667,1. péssimo,1. Ambos péssimos,1
1200807,Porto Acre,12,AC,AC,PORTO ACRE,PP,16.94,01023,PORTO ACRE,AC,17.193333333333335,1. péssimo,-0.25333333333333385,0.25333333333333385,1. péssimo,1. Ambos péssimos,1
1300029,Alvarães,13,AM,AM,ALVARÃES,UNIÃO,15.68,02895,ALVARAES,AM,26.99909090909091,2. ruim,-11.31909090909091,11.31909090909091,1. péssimo,2. Péssimo e ruim,2
1300060,Amaturá,13,AM,AM,AMATURÁ,MDB,17.41,02917,AMATURA,AM,18.62,1. péssimo,-1.2100000000000009,1.2100000000000009,1. péssimo,1. Ambos péssimos,1
1300086,Anamã,13,AM,AM,ANAMÃ,MDB,17.41,02933,ANAMA,AM,17.8,1. péssimo,-0.39000000000000057,0.39000000000000057,1. péssimo,1. Ambos péssimos,1
1300102,Anori,13,AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300144,Apuí,13,AM,AM,APUÍ,MDB,17.41,02003,APUI,AM,15.209090909090907,1. péssimo,2.200909090909091,2.200909090909091,1. péssimo,1. Ambos péssimos,1
1300201,Atalaia Do Norte,13,AM,AM,ATALAIA DO NORTE,UNIÃO,15.68,02054,ATALAIA DO NORTE,AM,22.779090909090908,1. péssimo,-7.099090909090908,7.099090909090908,1. péssimo,1. Ambos péssimos,1
1300300,Autazes,13,AM,AM,AUTAZES,PP,16.94,02070,AUTAZES,AM,19.543333333333333,1. péssimo,-2.6033333333333317,2.6033333333333317,1. péssimo,1. Ambos péssimos,1
1300409,Barcelos,13,AM,AM,BARCELOS,UNIÃO,15.68,02097,BARCELOS,AM,27.646363636363635,2. ruim,-11.966363636363637,11.966363636363637,1. péssimo,2. Péssimo e ruim,2
1300508,Barreirinha,13,AM,AM,BARREIRINHA,UNIÃO,15.68,02119,BARREIRINHA,AM,23.900909090909092,1. péssimo,-8.220909090909092,8.220909090909092,1. péssimo,1. Ambos péssimos,1
1300607,Benjamin Constant,13,AM,AM,BENJAMIN CONSTANT,MDB,17.41,02135,BENJAMIN CONSTANT,AM,25.64076923076923,2. ruim,-8.23076923076923,8.23076923076923,1. péssimo,2. Péssimo e ruim,2
1300631,Beruri,13,AM,AM,BERURI,PODE,20.7,02950,BERURI,AM,20.905454545454543,1. péssimo,-0.2054545454545469,0.2054545454545469,1. péssimo,1. Ambos péssimos,1
1300680,Boa Vista Do Ramos,13,AM,AM,BOA VISTA DO RAMOS,PSD,23.02,02976,BOA VISTA DO RAMOS,AM,16.087272727272726,1. péssimo,6.9327272727272735,6.9327272727272735,1. péssimo,1. Ambos péssimos,1
1300706,Boca Do Acre,13,AM,AM,BOCA DO ACRE,MDB,17.41,02151,BOCA DO ACRE,AM,25.864166666666662,2. ruim,-8.454166666666666,8.454166666666666,1. péssimo,2. Péssimo e ruim,2
1300805,Borba,13,AM,AM,BORBA,REPUBLICANOS,14.1,02178,BORBA,AM,24.63083333333333,1. péssimo,-10.530833333333332,10.530833333333332,1. péssimo,1. Ambos péssimos,1
1300839,Caapiranga,13,AM,AM,CAAPIRANGA,UNIÃO,15.68,02992,CAAPIRANGA,AM,21.77111111111111,1. péssimo,-6.091111111111111,6.091111111111111,1. péssimo,1. Ambos péssimos,1
1300904,Canutama,13,AM,AM,CANUTAMA,UNIÃO,15.68,02194,CANUTAMA,AM,22.527272727272727,1. péssimo,-6.847272727272728,6.847272727272728,1. péssimo,1. Ambos péssimos,1
1301001,Carauari,13,AM,AM,CARAUARI,MDB,17.41,02216,CARAUARI,AM,19.61090909090909,1. péssimo,-2.20090909090909,2.20090909090909,1. péssimo,1. Ambos péssimos,1
1301100,Careiro,13,AM,AM,CAREIRO,REPUBLICANOS,14.1,02232,CAREIRO,AM,17.105833333333333,1. péssimo,-3.005833333333334,3.005833333333334,1. péssimo,1. Ambos péssimos,1
1301159,Careiro Da Várzea,13,AM,AM,CAREIRO DA VÁRZEA,PSD,23.02,02046,CAREIRO DA VARZEA,AM,15.29181818181818,1. péssimo,7.728181818181819,7.728181818181819,1. péssimo,1. Ambos péssimos,1
1301209,Coari,13,AM,AM,COARI,REPUBLICANOS,14.1,02259,COARI,AM,16.762666666666668,1. péssimo,-2.6626666666666683,2.6626666666666683,1. péssimo,1. Ambos péssimos,1
1301308,Codajás,13,AM,AM,CODAJÁS,UNIÃO,15.68,02275,CODAJAS,AM,16.79909090909091,1. péssimo,-1.119090909090911,1.119090909090911,1. péssimo,1. Ambos péssimos,1
1301407,Eirunepé,13,AM,AM,EIRUNEPÉ,MDB,17.41,02291,EIRUNEPE,AM,54.06,3. regular,-36.650000000000006,36.650000000000006,1. péssimo,3. Pésismo e regular,3
1301506,Envira,13,AM,AM,ENVIRA,PSD,23.02,02313,ENVIRA,AM,16.401818181818182,1. péssimo,6.618181818181817,6.618181818181817,1. péssimo,1. Ambos péssimos,1
1301605,Fonte Boa,13,AM,AM,FONTE BOA,REPUBLICANOS,14.1,02330,FONTE BOA,AM,41.58181818181818,2. ruim,-27.481818181818177,27.481818181818177,1. péssimo,2. Péssimo e ruim,2
1301654,Guajará,13,AM,AM,GUAJARÁ,UNIÃO,15.68,02020,GUAJARA,AM,15.167777777777776,1. péssimo,0.5122222222222224,0.5122222222222224,1. péssimo,1. Ambos péssimos,1
1301704,Humaitá,13,AM,AM,HUMAITÁ,UNIÃO,15.68,02356,HUMAITA,AM,24.424,1. péssimo,-8.744,8.744,1. péssimo,1. Ambos péssimos,1
1301803,Ipixuna,13,AM,AM,IPIXUNA,PSDB,15.21,02399,IPIXUNA,AM,16.26,1. péssimo,-1.0500000000000007,1.0500000000000007,1. péssimo,1. Ambos péssimos,1
1301852,Iranduba,13,AM,AM,IRANDUBA,UNIÃO,15.68,98353,IRANDUBA,AM,19.27846153846154,1. péssimo,-3.598461538461539,3.598461538461539,1. péssimo,1. Ambos péssimos,1
1301902,Itacoatiara,13,AM,AM,ITACOATIARA,REPUBLICANOS,14.1,02410,ITACOATIARA,AM,20.88285714285714,1. péssimo,-6.782857142857141,6.782857142857141,1. péssimo,1. Ambos péssimos,1
1301951,Itamarati,13,AM,AM,ITAMARATI,MDB,17.41,98370,ITAMARATI,AM,18.064444444444444,1. péssimo,-0.6544444444444437,0.6544444444444437,1. péssimo,1. Ambos péssimos,1
1302009,Itapiranga,13,AM,AM,ITAPIRANGA,MDB,17.41,02437,ITAPIRANGA,AM,30.586666666666662,2. ruim,-13.176666666666666,13.176666666666666,1. péssimo,2. Péssimo e ruim,2
1302108,Japurá,13,AM,AM,JAPURÁ,UNIÃO,15.68,02453,JAPURA,AM,17.344444444444445,1. péssimo,-1.6644444444444453,1.6644444444444453,1. péssimo,1. Ambos péssimos,1
1302207,Juruá,13,AM,AM,JURUÁ,MDB,17.41,02470,JURUA,AM,24.108888888888888,1. péssimo,-6.698888888888888,6.698888888888888,1. péssimo,1. Ambos péssimos,1
1302306,Jutaí,13,AM,AM,JUTAÍ,UNIÃO,15.68,02496,JUTAI,AM,30.92727272727273,2. ruim,-15.247272727272726,15.247272727272726,1. péssimo,2. Péssimo e ruim,2
1302405,Lábrea,13,AM,AM,LÁBREA,PL,7.85,02518,LABREA,AM,16.40153846153846,1. péssimo,-8.551538461538462,8.551538461538462,1. péssimo,1. Ambos péssimos,1
1302504,Manacapuru,13,AM,AM,MANACAPURU,MDB,17.41,02534,MANACAPURU,AM,17.104761904761904,1. péssimo,0.30523809523809575,0.30523809523809575,1. péssimo,1. Ambos péssimos,1
1302553,Manaquiri,13,AM,AM,MANAQUIRI,MDB,17.41,98396,MANAQUIRI,AM,15.874545454545457,1. péssimo,1.5354545454545452,1.5354545454545452,1. péssimo,1. Ambos péssimos,1
1302603,Manaus,13,AM,AM,MANAUS,AVANTE,33.86,02550,MANAUS,AM,24.08942857142857,1. péssimo,9.77057142857143,9.77057142857143,2. ruim,2. Péssimo e ruim,2
1302702,Manicoré,13,AM,AM,MANICORÉ,PSD,23.02,02577,MANICORE,AM,18.386,1. péssimo,4.634,4.634,1. péssimo,1. Ambos péssimos,1
1302801,Maraã,13,AM,AM,MARAÃ,UNIÃO,15.68,02593,MARAA,AM,17.445454545454545,1. péssimo,-1.7654545454545456,1.7654545454545456,1. péssimo,1. Ambos péssimos,1
1302900,Maués,13,AM,AM,MAUÉS,PDT,56.75,02615,MAUES,AM,26.207333333333334,2. ruim,30.542666666666666,30.542666666666666,3. regular,4. Ruim e regular,4
1303007,Nhamundá,13,AM,AM,NHAMUNDÁ,UNIÃO,15.68,02631,NHAMUNDA,AM,16.806363636363635,1. péssimo,-1.1263636363636351,1.1263636363636351,1. péssimo,1. Ambos péssimos,1
1303106,Nova Olinda Do Norte,13,AM,AM,NOVA OLINDA DO NORTE,MDB,17.41,02658,NOVA OLINDA DO NORTE,AM,16.533,1. péssimo,0.8769999999999989,0.8769999999999989,1. péssimo,1. Ambos péssimos,1
1303205,Novo Airão,13,AM,AM,NOVO AIRÃO,UNIÃO,15.68,02011,NOVO AIRAO,AM,17.86888888888889,1. péssimo,-2.18888888888889,2.18888888888889,1. péssimo,1. Ambos péssimos,1
1303304,Novo Aripuanã,13,AM,AM,NOVO ARIPUANÃ,UNIÃO,15.68,02674,NOVO ARIPUANA,AM,17.993636363636362,1. péssimo,-2.3136363636363626,2.3136363636363626,1. péssimo,1. Ambos péssimos,1
1303403,Parintins,13,AM,AM,PARINTINS,PSD,23.02,02690,PARINTINS,AM,17.883846153846154,1. péssimo,5.136153846153846,5.136153846153846,1. péssimo,1. Ambos péssimos,1
1303502,Pauini,13,AM,AM,PAUINI,PSD,23.02,02712,PAUINI,AM,19.921818181818185,1. péssimo,3.0981818181818177,3.0981818181818177,1. péssimo,1. Ambos péssimos,1
1303536,Presidente Figueiredo,13,AM,AM,PRESIDENTE FIGUEIREDO,PL,7.85,98418,PRESIDENTE FIGUEIREDO,AM,20.0025,1. péssimo,-12.152499999999998,12.152499999999998,1. péssimo,1. Ambos péssimos,1
1303569,Rio Preto Da Eva,13,AM,AM,RIO PRETO DA EVA,UNIÃO,15.68,98434,RIO PRETO DA EVA,AM,21.596153846153847,1. péssimo,-5.916153846153847,5.916153846153847,1. péssimo,1. Ambos péssimos,1
1303601,Santa Isabel Do Rio Negro,13,AM,AM,SANTA ISABEL DO RIO NEGRO,UNIÃO,15.68,02372,SANTA ISABEL DO RIO NEGRO,AM,15.996363636363636,1. péssimo,-0.3163636363636364,0.3163636363636364,1. péssimo,1. Ambos péssimos,1
1303700,Santo Antônio Do Içá,13,AM,AM,SANTO ANTÔNIO DO IÇÁ,MDB,17.41,02739,SANTO ANTONIO DO ICA,AM,26.81,2. ruim,-9.4,9.4,1. péssimo,2. Péssimo e ruim,2
1303809,São Gabriel Da Cachoeira,13,AM,AM,SÃO GABRIEL DA CACHOEIRA,PT,73.72,02836,SAO GABRIEL DA CACHOEIRA,AM,45.81384615384616,2. ruim,NA,NA,4. bom,NA,NA
1303908,São Paulo De Olivença,13,AM,AM,SÃO PAULO DE OLIVENÇA,UNIÃO,15.68,02755,SAO PAULO DE OLIVENCA,AM,17.712222222222223,1. péssimo,-2.0322222222222237,2.0322222222222237,1. péssimo,1. Ambos péssimos,1
