sg_ue,cd_municipio_ibge,nome_municipio,uf,icat_medio,cat_medio_camara
04430,1502202,CAPANEMA,PA,29.353636363636365,2. ruim
04448,1501782,BREU BRANCO,PA,21.26153846153846,1. péssimo
04456,1502301,CAPITAO POCO,PA,27.832666666666665,2. ruim
04464,1507151,SAO DOMINGOS DO ARAGUAIA,PA,22.60818181818182,1. péssimo
04472,1502400,CASTANHAL,PA,30.70904761904762,2. ruim
04480,1504950,NOVA ESPERANCA DO PIRIA,PA,27.79,2. ruim
04499,1502509,CHAVES,PA,27.775454545454544,2. ruim
04502,1500131,ABEL FIGUEIREDO,PA,32.06,2. ruim
04510,1502608,COLARES,PA,25.47111111111111,2. ruim
04529,1502764,CUMARU DO NORTE,PA,21.391111111111112,1. péssimo
04537,1502707,CONCEICAO DO ARAGUAIA,PA,27.71923076923077,2. ruim
04545,1507961,TERRA ALTA,PA,43.81777777777778,2. ruim
04553,1502806,CURRALINHO,PA,17.518461538461537,1. péssimo
04561,1503044,FLORESTA DO ARAGUAIA,PA,23.762727272727272,1. péssimo
04570,1502905,CURUCA,PA,27.056923076923077,2. ruim
04588,1501253,BANNACH,PA,25.218888888888888,2. ruim
04596,1503002,FARO,PA,18.204285714285714,1. péssimo
04600,1504976,NOVA IPIXUNA,PA,31.776666666666667,2. ruim
04618,1503101,GURUPA,PA,29.28909090909091,2. ruim
04626,1505650,PLACAS,PA,17.722727272727273,1. péssimo
04634,1503200,IGARAPE-ACU,PA,18.603846153846153,1. péssimo
04642,1504422,MARITUBA,PA,27.190666666666665,2. ruim
04650,1503309,IGARAPE-MIRI,PA,33.004666666666665,2. ruim
04669,1508035,TRACUATEUA,PA,31.80181818181818,2. ruim
04677,1503408,INHANGAPI,PA,23.253333333333334,1. péssimo
04685,1506112,QUATIPURU,PA,22.375555555555554,1. péssimo
04693,1503507,IRITUIA,PA,36.668461538461536,2. ruim
04707,1502152,CANAA DOS CARAJAS,PA,24.179333333333336,1. péssimo
04715,1503606,ITAITUBA,PA,23.027058823529412,1. péssimo
04723,1500859,ANAPU,PA,24.733076923076922,1. péssimo
04731,1503705,ITUPIRANGA,PA,26.456153846153846,2. ruim
04740,1502855,CURUA,PA,18.16,1. péssimo
04758,1503804,JACUNDA,PA,23.661538461538463,1. péssimo
04766,1501956,CACHOEIRA DO PIRIA,PA,36.52,2. ruim
04774,1503903,JURUTI,PA,21.625333333333334,1. péssimo
04782,1505635,PICARRA,PA,23.483333333333334,1. péssimo
04790,1504000,LIMOEIRO DO AJURU,PA,29.724545454545456,2. ruim
04804,1501451,BELTERRA,PA,23.113636363636363,1. péssimo
04812,1504109,MAGALHAES BARATA,PA,34.07333333333333,2. ruim
04820,1507466,SAO JOAO DA PONTA,PA,18.732222222222223,1. péssimo
04839,1504208,MARABA,PA,24.693809523809524,1. péssimo
04847,1507755,SAPUCAIA,PA,26.13,2. ruim
04855,1504307,MARACANA,PA,24.81,1. péssimo
04863,1504752,MOJUI DOS CAMPOS,PA,18.437272727272727,1. péssimo
04871,1504406,MARAPANIM,PA,24.982727272727274,1. péssimo
04898,1504505,MELGACO,PA,19.874545454545455,1. péssimo
04910,1504604,MOCAJUBA,PA,34.96727272727273,2. ruim
04936,1504703,MOJU,PA,31.50764705882353,2. ruim
04952,1504802,MONTE ALEGRE,PA,17.984,1. péssimo
04979,1504901,MUANA,PA,31.002307692307692,2. ruim
04995,1505007,NOVA TIMBOTEUA,PA,34.48111111111111,2. ruim
05010,1505106,OBIDOS,PA,23.666666666666668,1. péssimo
05037,1505205,OEIRAS DO PARA,PA,25.515555555555554,2. ruim
05053,1505304,ORIXIMINA,PA,27.337333333333333,2. ruim
05070,1505403,OUREM,PA,29.831818181818182,2. ruim
05096,1505502,PARAGOMINAS,PA,25.728666666666665,2. ruim
05118,1505601,PEIXE-BOI,PA,17.932222222222222,1. péssimo
05134,1505700,PONTA DE PEDRAS,PA,33.38,2. ruim
05150,1505809,PORTEL,PA,28.918666666666667,2. ruim
05177,1505908,PORTO DE MOZ,PA,30.615384615384617,2. ruim
05193,1506005,PRAINHA,PA,24.393076923076922,1. péssimo
05215,1506104,PRIMAVERA,PA,41.03111111111111,2. ruim
05231,1506203,SALINOPOLIS,PA,17.813076923076924,1. péssimo
05258,1506302,SALVATERRA,PA,31.865454545454543,2. ruim
05274,1506401,SANTA CRUZ DO ARARI,PA,29.346666666666668,2. ruim
05290,1506500,SANTA ISABEL DO PARA,PA,20.53,1. péssimo
05312,1506609,SANTA MARIA DO PARA,PA,28.01727272727273,2. ruim
05339,1506708,SANTANA DO ARAGUAIA,PA,22.53153846153846,1. péssimo
05355,1506807,SANTAREM,PA,23.071739130434782,1. péssimo
05371,1506906,SANTAREM NOVO,PA,17.264444444444443,1. péssimo
05398,1507003,SANTO ANTONIO DO TAUA,PA,22.933,1. péssimo
05410,1507102,SAO CAETANO DE ODIVELAS,PA,24.67,1. péssimo
05436,1507201,SAO DOMINGOS DO CAPIM,PA,31.97888888888889,2. ruim
05452,1507300,SAO FELIX DO XINGU,PA,16.468666666666667,1. péssimo
05479,1507409,SAO FRANCISCO DO PARA,PA,45.013333333333335,2. ruim
05495,1507508,SAO JOAO DO ARAGUAIA,PA,33.00555555555555,2. ruim
05517,1507607,SAO MIGUEL DO GUAMA,PA,31.980666666666668,2. ruim
05533,1507706,SAO SEBASTIAO DA BOA VISTA,PA,38.95545454545454,2. ruim
05550,1507805,SENADOR JOSE PORFIRIO,PA,21.47222222222222,1. péssimo
05576,1507904,SOURE,PA,22.367272727272727,1. péssimo
05592,1508001,TOME-ACU,PA,26.324666666666666,2. ruim
05614,1508100,TUCURUI,PA,18.09294117647059,1. péssimo
05630,1508209,VIGIA,PA,27.086,2. ruim
05657,1508308,VISEU,PA,23.89076923076923,1. péssimo
05673,1506138,REDENCAO,PA,21.917333333333332,1. péssimo
05690,1506161,RIO MARIA,PA,35.43181818181818,2. ruim
05711,1508407,XINGUARA,PA,21.657333333333334,1. péssimo
05738,1506187,RONDON DO PARA,PA,26.93,2. ruim
05754,1508159,URUARA,PA,19.688,1. péssimo
05770,1504455,MEDICILANDIA,PA,21.074545454545454,1. péssimo
05797,1507458,SAO GERALDO DO ARAGUAIA,PA,21.996363636363636,1. péssimo
05819,1502756,CONCORDIA DO PARA,PA,37.16818181818182,2. ruim
05835,1505536,PARAUAPEBAS,PA,36.40470588235294,2. ruim
05851,1502772,CURIONOPOLIS,PA,16.37909090909091,1. péssimo
05878,1503077,GARRAFAO DO NORTE,PA,19.445454545454545,1. péssimo
05894,1506195,RUROPOLIS,PA,20.426153846153845,1. péssimo
05916,1505486,PACAJA,PA,18.233076923076922,1. péssimo
05932,1501758,BREJO GRANDE DO ARAGUAIA,PA,32.056666666666665,2. ruim
05959,1505437,OURILANDIA DO NORTE,PA,14.829230769230769,1. péssimo
05975,1502939,DOM ELISEU,PA,22.589333333333332,1. péssimo
05991,1506583,SANTA MARIA DAS BARREIRAS,PA,22.10090909090909,1. péssimo
06009,1600550,PRACUUBA,AP,14.786666666666667,1. péssimo
06017,1600105,AMAPA,AP,34.64222222222222,2. ruim
06025,1600535,PORTO GRANDE,AP,31.424545454545456,2. ruim
06033,1600204,CALCOENE,AP,29.721111111111114,2. ruim
06041,1600253,ITAUBAL,AP,36.068888888888885,2. ruim
06050,1600303,MACAPA,AP,33.60739130434783,2. ruim
06068,1600212,CUTIAS,AP,31.816666666666666,2. ruim
06076,1600402,MAZAGAO,AP,35.192727272727275,2. ruim
06084,1600154,PEDRA BRANCA DO AMAPARI,AP,21.843333333333334,1. péssimo
06092,1600501,OIAPOQUE,AP,31.00181818181818,2. ruim
06106,1600055,SERRA DO NAVIO,AP,25.293333333333333,2. ruim
06114,1600238,FERREIRA GOMES,AP,22.885555555555555,1. péssimo
06122,1600808,VITORIA DO JARI,AP,21.142222222222223,1. péssimo
06130,1600279,LARANJAL DO JARI,AP,37.34230769230769,2. ruim
06157,1600600,SANTANA,AP,32.909333333333336,2. ruim
06173,1600709,TARTARUGALZINHO,AP,20.06888888888889,1. péssimo
07021,2100436,ALTO ALEGRE DO MARANHAO,MA,22.313636363636363,1. péssimo
07030,2100204,ALCANTARA,MA,40.85818181818182,2. ruim
07048,2100477,ALTO ALEGRE DO PINDARE,MA,29.88,2. ruim
07064,2100832,APICUM-ACU,MA,21.668,1. péssimo
07072,2100402,ALTAMIRA DO MARANHAO,MA,13.07,1. péssimo
07080,2100550,AMAPA DO MARANHAO,MA,28.10222222222222,2. ruim
07099,2100501,ALTO PARNAIBA,MA,17.13222222222222,1. péssimo
07102,2100873,ARAGUANA,MA,15.31111111111111,1. péssimo
07110,2100600,AMARANTE DO MARANHAO,MA,31.155384615384616,2. ruim
07129,2101251,BACABEIRA,MA,33.64888888888889,2. ruim
07137,2100709,ANAJATUBA,MA,24.528181818181817,1. péssimo
07145,2101350,BACURITUBA,MA,32.63111111111111,2. ruim
07188,2101772,BELA VISTA DO MARANHAO,MA,30.932222222222222,2. ruim
07196,2101004,ARARI,MA,26.874,2. ruim
07200,2101939,BERNARDO DO MEARIM,MA,43.49333333333333,2. ruim
07218,2101103,AXIXA,MA,39.964999999999996,2. ruim
07226,2102374,CACHOEIRA GRANDE,MA,33.08,2. ruim
07234,2101202,BACABAL,MA,24.365882352941178,1. péssimo
07242,2103752,DAVINOPOLIS,MA,26.6275,2. ruim
07250,2101301,BACURI,MA,27.405454545454543,2. ruim
07269,2102036,BOM JESUS DAS SELVAS,MA,44.84090909090909,2. ruim
07277,2101400,BALSAS,MA,25.52294117647059,2. ruim
07285,2102077,BOM LUGAR,MA,16.023636363636363,1. péssimo
07307,2102150,BREJO DE AREIA,MA,16.240000000000002,1. péssimo
07315,2101608,BARRA DO CORDA,MA,27.924705882352942,2. ruim
07323,2101970,BOA VISTA DO GURUPI,MA,34.44222222222222,2. ruim
07340,2102325,BURITICUPU,MA,22.573333333333334,1. péssimo
07358,2101806,BENEDITO LEITE,MA,42.946666666666665,2. ruim
07366,2102358,BURITIRANA,MA,16.41,1. péssimo
07374,2101905,BEQUIMAO,MA,31.372,2. ruim
07382,2102556,CAMPESTRE DO MARANHAO,MA,31.232222222222223,2. ruim
07404,2102754,CAPINZAL DO NORTE,MA,34.53111111111111,2. ruim
07420,2103125,CENTRAL DO MARANHAO,MA,34.09888888888889,2. ruim
07439,2102309,BURITI BRAVO,MA,45.041818181818186,2. ruim
07447,2103158,CENTRO DO GUILHERME,MA,12.858888888888888,1. péssimo
07455,2102408,CAJAPIO,MA,25.217777777777776,2. ruim
07463,2103174,CENTRO NOVO DO MARANHAO,MA,19.901818181818182,1. péssimo
07471,2102507,CAJARI,MA,26.12666666666667,2. ruim
07480,2103257,CIDELANDIA,MA,37.40555555555556,2. ruim
07498,2102606,CANDIDO MENDES,MA,43.04454545454546,2. ruim
07501,2103554,CONCEICAO DO LAGO-ACU,MA,20.063333333333333,1. péssimo
07510,2102705,CANTANHEDE,MA,32.97636363636364,2. ruim
07528,2104073,FEIRA NOVA DO MARANHAO,MA,31.816666666666666,2. ruim
07536,2102804,CAROLINA,MA,40.50545454545455,2. ruim
07544,2104081,FERNANDO FALCAO,MA,47.903333333333336,2. ruim
07552,2102903,CARUTAPERA,MA,33.46454545454545,2. ruim
07560,2104099,FORMOSA DA SERRA NEGRA,MA,15.112727272727273,1. péssimo
07595,2103109,CEDRAL,MA,40.09111111111111,2. ruim
07609,2104552,GOVERNADOR EDISON LOBAO,MA,25.166363636363634,2. ruim
07625,2104628,GOVERNADOR LUIZ ROCHA,MA,37.306666666666665,2. ruim
07633,2103307,CODO,MA,26.074375,2. ruim
07641,2104651,GOVERNADOR NEWTON BELLO,MA,19.514444444444443,1. péssimo
07668,2104677,GOVERNADOR NUNES FREIRE,MA,27.746363636363636,2. ruim
07676,2103505,COLINAS,MA,39.95,2. ruim
07684,2105153,IGARAPE DO MEIO,MA,8.86,1. péssimo
07692,2103604,COROATA,MA,43.38933333333333,2. ruim
07706,2105351,ITAIPAVA DO GRAJAU,MA,55.37777777777778,3. regular
07714,2103703,CURURUPU,MA,42.424615384615386,2. ruim
07722,2105427,ITINGA DO MARANHAO,MA,25.60909090909091,2. ruim
07730,2103802,DOM PEDRO,MA,49.16,2. ruim
07749,2105450,JATOBA,MA,21.48111111111111,1. péssimo
07765,2105476,JENIPAPO DOS VIEIRAS,MA,38.553636363636365,2. ruim
07773,2104008,ESPERANTINOPOLIS,MA,24.578181818181818,1. péssimo
07781,2105658,JUNCO DO MARANHAO,MA,57.43,3. regular
07790,2104107,FORTALEZA DOS NOGUEIRAS,MA,18.497777777777777,1. péssimo
07803,2105948,LAGO DOS RODRIGUES,MA,52.49333333333333,3. regular
07811,2104206,FORTUNA,MA,34.52272727272727,2. ruim
07838,2104305,GODOFREDO VIANA,MA,39.58555555555556,2. ruim
07846,2105963,LAGOA GRANDE DO MARANHAO,MA,41.94777777777777,2. ruim
07854,2104404,GONCALVES DIAS,MA,44.24545454545454,2. ruim
07862,2105989,LAJEADO NOVO,MA,15.205555555555556,1. péssimo
07870,2104503,GOVERNADOR ARCHER,MA,36.23888888888889,2. ruim
07889,2106326,MARACACUME,MA,31.536363636363635,2. ruim
07897,2104602,GOVERNADOR EUGENIO BARROS,MA,15.73,1. péssimo
07900,2106359,MARAJA DO SENA,MA,20.317777777777778,1. péssimo
07919,2104701,GRACA ARANHA,MA,29.79,2. ruim
07927,2106375,MARANHAOZINHO,MA,15.06111111111111,1. péssimo
07935,2104800,GRAJAU,MA,19.75,1. péssimo
07943,2106631,MATOES DO NORTE,MA,41.093333333333334,2. ruim
07951,2104909,GUIMARAES,MA,32.05444444444444,2. ruim
07986,2107258,NOVA COLINAS,MA,16.400000000000002,1. péssimo
07994,2105104,ICATU,MA,29.153636363636362,2. ruim
08001,2107357,NOVA OLINDA DO MARANHAO,MA,14.427272727272728,1. péssimo
08010,2105203,IGARAPE GRANDE,MA,35.016666666666666,2. ruim
08028,2107456,OLINDA NOVA DO MARANHAO,MA,34.57666666666667,2. ruim
08036,2105302,IMPERATRIZ,MA,27.782105263157895,2. ruim
08052,2111409,SAO LUIS GONZAGA DO MARANHAO,MA,41.45,2. ruim
08060,2108256,PEDRO DO ROSARIO,MA,64.26,4. bom
08079,2105401,ITAPECURU MIRIM,MA,20.7,1. péssimo
08087,2108454,PERITORO,MA,28.202727272727273,2. ruim
08095,2105500,JOAO LISBOA,MA,17.66,1. péssimo
08109,2109056,PORTO RICO DO MARANHAO,MA,19.485555555555553,1. péssimo
08117,2105609,JOSELANDIA,MA,16.799090909090907,1. péssimo
08125,2109239,PRESIDENTE MEDICI,MA,21.366666666666667,1. péssimo
08133,2105708,LAGO DA PEDRA,MA,24.323076923076925,1. péssimo
08141,2109270,PRESIDENTE SARNEY,MA,35.407272727272726,2. ruim
08150,2105807,LAGO DO JUNCO,MA,54.92444444444445,3. regular
08168,2109452,RAPOSA,MA,36.31666666666667,2. ruim
08176,2105906,LAGO VERDE,MA,24.556363636363635,1. péssimo
