sg_partido,sg_ue,icat,cd_municipio_ibge,nome_municipio,uf,cat_vereador
UNIÃO,73032,15.68,1706506,DARCINOPOLIS,TO,1. péssimo
REPUBLICANOS,73032,14.1,1706506,DARCINOPOLIS,TO,1. péssimo
UNIÃO,73032,15.68,1706506,DARCINOPOLIS,TO,1. péssimo
REPUBLICANOS,93416,14.1,1707009,DIANOPOLIS,TO,1. péssimo
PV,93416,64.62,1707009,DIANOPOLIS,TO,4. bom
PP,93416,16.94,1707009,DIANOPOLIS,TO,1. péssimo
AGIR,93416,NA,1707009,DIANOPOLIS,TO,NA
PRD,93416,20.83,1707009,DIANOPOLIS,TO,1. péssimo
UNIÃO,93416,15.68,1707009,DIANOPOLIS,TO,1. péssimo
PDT,93416,56.75,1707009,DIANOPOLIS,TO,3. regular
REPUBLICANOS,93416,14.1,1707009,DIANOPOLIS,TO,1. péssimo
PL,93416,7.85,1707009,DIANOPOLIS,TO,1. péssimo
REPUBLICANOS,93416,14.1,1707009,DIANOPOLIS,TO,1. péssimo
PT,93416,73.72,1707009,DIANOPOLIS,TO,4. bom
PDT,92185,56.75,1707108,DIVINOPOLIS DO TOCANTINS,TO,3. regular
MDB,92185,17.41,1707108,DIVINOPOLIS DO TOCANTINS,TO,1. péssimo
UNIÃO,92185,15.68,1707108,DIVINOPOLIS DO TOCANTINS,TO,1. péssimo
UNIÃO,92185,15.68,1707108,DIVINOPOLIS DO TOCANTINS,TO,1. péssimo
PT,92185,73.72,1707108,DIVINOPOLIS DO TOCANTINS,TO,4. bom
MDB,92185,17.41,1707108,DIVINOPOLIS DO TOCANTINS,TO,1. péssimo
PSDB,92185,15.21,1707108,DIVINOPOLIS DO TOCANTINS,TO,1. péssimo
PV,92185,64.62,1707108,DIVINOPOLIS DO TOCANTINS,TO,4. bom
PP,92185,16.94,1707108,DIVINOPOLIS DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,93459,14.1,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
UNIÃO,93459,15.68,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,93459,14.1,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,93459,14.1,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
UNIÃO,93459,15.68,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
UNIÃO,93459,15.68,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
UNIÃO,93459,15.68,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
UNIÃO,93459,15.68,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,93459,14.1,1707207,DOIS IRMAOS DO TOCANTINS,TO,1. péssimo
PDT,93475,56.75,1707306,DUERE,TO,3. regular
PP,93475,16.94,1707306,DUERE,TO,1. péssimo
PDT,93475,56.75,1707306,DUERE,TO,3. regular
REPUBLICANOS,93475,14.1,1707306,DUERE,TO,1. péssimo
PL,93475,7.85,1707306,DUERE,TO,1. péssimo
PDT,93475,56.75,1707306,DUERE,TO,3. regular
REPUBLICANOS,93475,14.1,1707306,DUERE,TO,1. péssimo
PL,93475,7.85,1707306,DUERE,TO,1. péssimo
PP,93475,16.94,1707306,DUERE,TO,1. péssimo
UNIÃO,73296,15.68,1707405,ESPERANTINA,TO,1. péssimo
PDT,73296,56.75,1707405,ESPERANTINA,TO,3. regular
PSDB,73296,15.21,1707405,ESPERANTINA,TO,1. péssimo
UNIÃO,73296,15.68,1707405,ESPERANTINA,TO,1. péssimo
PRD,73296,20.83,1707405,ESPERANTINA,TO,1. péssimo
PRD,73296,20.83,1707405,ESPERANTINA,TO,1. péssimo
UNIÃO,73296,15.68,1707405,ESPERANTINA,TO,1. péssimo
PRD,73296,20.83,1707405,ESPERANTINA,TO,1. péssimo
UNIÃO,73296,15.68,1707405,ESPERANTINA,TO,1. péssimo
REPUBLICANOS,96830,14.1,1707553,FATIMA,TO,1. péssimo
REPUBLICANOS,96830,14.1,1707553,FATIMA,TO,1. péssimo
REPUBLICANOS,96830,14.1,1707553,FATIMA,TO,1. péssimo
REPUBLICANOS,96830,14.1,1707553,FATIMA,TO,1. péssimo
UNIÃO,96830,15.68,1707553,FATIMA,TO,1. péssimo
UNIÃO,96830,15.68,1707553,FATIMA,TO,1. péssimo
UNIÃO,96830,15.68,1707553,FATIMA,TO,1. péssimo
REPUBLICANOS,96830,14.1,1707553,FATIMA,TO,1. péssimo
UNIÃO,96830,15.68,1707553,FATIMA,TO,1. péssimo
MDB,96679,17.41,1707652,FIGUEIROPOLIS,TO,1. péssimo
PDT,96679,56.75,1707652,FIGUEIROPOLIS,TO,3. regular
REPUBLICANOS,96679,14.1,1707652,FIGUEIROPOLIS,TO,1. péssimo
PL,96679,7.85,1707652,FIGUEIROPOLIS,TO,1. péssimo
UNIÃO,96679,15.68,1707652,FIGUEIROPOLIS,TO,1. péssimo
UNIÃO,96679,15.68,1707652,FIGUEIROPOLIS,TO,1. péssimo
PV,96679,64.62,1707652,FIGUEIROPOLIS,TO,4. bom
PSD,96679,23.02,1707652,FIGUEIROPOLIS,TO,1. péssimo
PSD,96679,23.02,1707652,FIGUEIROPOLIS,TO,1. péssimo
REPUBLICANOS,93556,14.1,1707702,FILADELFIA,TO,1. péssimo
REPUBLICANOS,93556,14.1,1707702,FILADELFIA,TO,1. péssimo
PDT,93556,56.75,1707702,FILADELFIA,TO,3. regular
PSDB,93556,15.21,1707702,FILADELFIA,TO,1. péssimo
PP,93556,16.94,1707702,FILADELFIA,TO,1. péssimo
PDT,93556,56.75,1707702,FILADELFIA,TO,3. regular
PDT,93556,56.75,1707702,FILADELFIA,TO,3. regular
PSDB,93556,15.21,1707702,FILADELFIA,TO,1. péssimo
PSDB,93556,15.21,1707702,FILADELFIA,TO,1. péssimo
PDT,93653,56.75,1708205,FORMOSO DO ARAGUAIA,TO,3. regular
REPUBLICANOS,93653,14.1,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
PP,93653,16.94,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
REPUBLICANOS,93653,14.1,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
PT,93653,73.72,1708205,FORMOSO DO ARAGUAIA,TO,4. bom
UNIÃO,93653,15.68,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
MDB,93653,17.41,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
PV,93653,64.62,1708205,FORMOSO DO ARAGUAIA,TO,4. bom
UNIÃO,93653,15.68,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
UNIÃO,93653,15.68,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
PP,93653,16.94,1708205,FORMOSO DO ARAGUAIA,TO,1. péssimo
PSB,73199,60.65,1708254,FORTALEZA DO TABOCAO,TO,4. bom
PSDB,73199,15.21,1708254,FORTALEZA DO TABOCAO,TO,1. péssimo
PSB,73199,60.65,1708254,FORTALEZA DO TABOCAO,TO,4. bom
PSDB,73199,15.21,1708254,FORTALEZA DO TABOCAO,TO,1. péssimo
UNIÃO,73199,15.68,1708254,FORTALEZA DO TABOCAO,TO,1. péssimo
UNIÃO,73199,15.68,1708254,FORTALEZA DO TABOCAO,TO,1. péssimo
PDT,73199,56.75,1708254,FORTALEZA DO TABOCAO,TO,3. regular
PDT,73199,56.75,1708254,FORTALEZA DO TABOCAO,TO,3. regular
PDT,73199,56.75,1708254,FORTALEZA DO TABOCAO,TO,3. regular
UNIÃO,92240,15.68,1708304,GOIANORTE,TO,1. péssimo
PDT,92240,56.75,1708304,GOIANORTE,TO,3. regular
UNIÃO,92240,15.68,1708304,GOIANORTE,TO,1. péssimo
UNIÃO,92240,15.68,1708304,GOIANORTE,TO,1. péssimo
PDT,92240,56.75,1708304,GOIANORTE,TO,3. regular
PDT,92240,56.75,1708304,GOIANORTE,TO,3. regular
UNIÃO,92240,15.68,1708304,GOIANORTE,TO,1. péssimo
PDT,92240,56.75,1708304,GOIANORTE,TO,3. regular
UNIÃO,92240,15.68,1708304,GOIANORTE,TO,1. péssimo
PDT,95338,56.75,1709005,GOIATINS,TO,3. regular
MDB,95338,17.41,1709005,GOIATINS,TO,1. péssimo
REPUBLICANOS,95338,14.1,1709005,GOIATINS,TO,1. péssimo
SOLIDARIEDADE,95338,33.33,1709005,GOIATINS,TO,2. ruim
SOLIDARIEDADE,95338,33.33,1709005,GOIATINS,TO,2. ruim
PDT,95338,56.75,1709005,GOIATINS,TO,3. regular
REPUBLICANOS,95338,14.1,1709005,GOIATINS,TO,1. péssimo
MDB,95338,17.41,1709005,GOIATINS,TO,1. péssimo
REPUBLICANOS,95338,14.1,1709005,GOIATINS,TO,1. péssimo
PP,96270,16.94,1709302,GUARAI,TO,1. péssimo
UNIÃO,96270,15.68,1709302,GUARAI,TO,1. péssimo
REPUBLICANOS,96270,14.1,1709302,GUARAI,TO,1. péssimo
PDT,96270,56.75,1709302,GUARAI,TO,3. regular
PL,96270,7.85,1709302,GUARAI,TO,1. péssimo
UNIÃO,96270,15.68,1709302,GUARAI,TO,1. péssimo
UNIÃO,96270,15.68,1709302,GUARAI,TO,1. péssimo
PDT,96270,56.75,1709302,GUARAI,TO,3. regular
PL,96270,7.85,1709302,GUARAI,TO,1. péssimo
UNIÃO,96270,15.68,1709302,GUARAI,TO,1. péssimo
PL,96270,7.85,1709302,GUARAI,TO,1. péssimo
PSB,93858,60.65,1709500,GURUPI,TO,4. bom
PSD,93858,23.02,1709500,GURUPI,TO,1. péssimo
PODE,93858,20.7,1709500,GURUPI,TO,1. péssimo
REPUBLICANOS,93858,14.1,1709500,GURUPI,TO,1. péssimo
PSB,93858,60.65,1709500,GURUPI,TO,4. bom
PL,93858,7.85,1709500,GURUPI,TO,1. péssimo
UNIÃO,93858,15.68,1709500,GURUPI,TO,1. péssimo
PL,93858,7.85,1709500,GURUPI,TO,1. péssimo
PDT,93858,56.75,1709500,GURUPI,TO,3. regular
UNIÃO,93858,15.68,1709500,GURUPI,TO,1. péssimo
PRD,93858,20.83,1709500,GURUPI,TO,1. péssimo
PDT,93858,56.75,1709500,GURUPI,TO,3. regular
PP,93858,16.94,1709500,GURUPI,TO,1. péssimo
PSD,93858,23.02,1709500,GURUPI,TO,1. péssimo
PDT,93858,56.75,1709500,GURUPI,TO,3. regular
PRD,93858,20.83,1709500,GURUPI,TO,1. péssimo
REPUBLICANOS,93858,14.1,1709500,GURUPI,TO,1. péssimo
PSDB,73598,15.21,1709807,IPUEIRAS,TO,1. péssimo
REPUBLICANOS,73598,14.1,1709807,IPUEIRAS,TO,1. péssimo
UNIÃO,73598,15.68,1709807,IPUEIRAS,TO,1. péssimo
UNIÃO,73598,15.68,1709807,IPUEIRAS,TO,1. péssimo
REPUBLICANOS,73598,14.1,1709807,IPUEIRAS,TO,1. péssimo
REPUBLICANOS,73598,14.1,1709807,IPUEIRAS,TO,1. péssimo
REPUBLICANOS,73598,14.1,1709807,IPUEIRAS,TO,1. péssimo
PSD,73598,23.02,1709807,IPUEIRAS,TO,1. péssimo
PSDB,73598,15.21,1709807,IPUEIRAS,TO,1. péssimo
PDT,94056,56.75,1710508,ITACAJA,TO,3. regular
UNIÃO,94056,15.68,1710508,ITACAJA,TO,1. péssimo
PT,94056,73.72,1710508,ITACAJA,TO,4. bom
UNIÃO,94056,15.68,1710508,ITACAJA,TO,1. péssimo
PDT,94056,56.75,1710508,ITACAJA,TO,3. regular
UNIÃO,94056,15.68,1710508,ITACAJA,TO,1. péssimo
PDT,94056,56.75,1710508,ITACAJA,TO,3. regular
PDT,94056,56.75,1710508,ITACAJA,TO,3. regular
UNIÃO,94056,15.68,1710508,ITACAJA,TO,1. péssimo
UNIÃO,94099,15.68,1710706,ITAGUATINS,TO,1. péssimo
PP,94099,16.94,1710706,ITAGUATINS,TO,1. péssimo
PP,94099,16.94,1710706,ITAGUATINS,TO,1. péssimo
PDT,94099,56.75,1710706,ITAGUATINS,TO,3. regular
UNIÃO,94099,15.68,1710706,ITAGUATINS,TO,1. péssimo
UNIÃO,94099,15.68,1710706,ITAGUATINS,TO,1. péssimo
PDT,94099,56.75,1710706,ITAGUATINS,TO,3. regular
PP,94099,16.94,1710706,ITAGUATINS,TO,1. péssimo
PP,94099,16.94,1710706,ITAGUATINS,TO,1. péssimo
PP,73202,16.94,1710904,ITAPIRATINS,TO,1. péssimo
PP,73202,16.94,1710904,ITAPIRATINS,TO,1. péssimo
REPUBLICANOS,73202,14.1,1710904,ITAPIRATINS,TO,1. péssimo
REPUBLICANOS,73202,14.1,1710904,ITAPIRATINS,TO,1. péssimo
PP,73202,16.94,1710904,ITAPIRATINS,TO,1. péssimo
PRD,73202,20.83,1710904,ITAPIRATINS,TO,1. péssimo
PP,73202,16.94,1710904,ITAPIRATINS,TO,1. péssimo
REPUBLICANOS,73202,14.1,1710904,ITAPIRATINS,TO,1. péssimo
REPUBLICANOS,73202,14.1,1710904,ITAPIRATINS,TO,1. péssimo
UNIÃO,94170,15.68,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
MDB,94170,17.41,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
UNIÃO,94170,15.68,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
UNIÃO,94170,15.68,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
UNIÃO,94170,15.68,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
UNIÃO,94170,15.68,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
MDB,94170,17.41,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
MDB,94170,17.41,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
MDB,94170,17.41,1711100,ITAPORA DO TOCANTINS,TO,1. péssimo
AVANTE,73369,33.86,1711506,JAU DO TOCANTINS,TO,2. ruim
AVANTE,73369,33.86,1711506,JAU DO TOCANTINS,TO,2. ruim
PDT,73369,56.75,1711506,JAU DO TOCANTINS,TO,3. regular
PSD,73369,23.02,1711506,JAU DO TOCANTINS,TO,1. péssimo
AVANTE,73369,33.86,1711506,JAU DO TOCANTINS,TO,2. ruim
PSD,73369,23.02,1711506,JAU DO TOCANTINS,TO,1. péssimo
PDT,73369,56.75,1711506,JAU DO TOCANTINS,TO,3. regular
PRD,73369,20.83,1711506,JAU DO TOCANTINS,TO,1. péssimo
MDB,73369,17.41,1711506,JAU DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73253,14.1,1711803,JUARINA,TO,1. péssimo
REPUBLICANOS,73253,14.1,1711803,JUARINA,TO,1. péssimo
PRD,73253,20.83,1711803,JUARINA,TO,1. péssimo
UNIÃO,73253,15.68,1711803,JUARINA,TO,1. péssimo
REPUBLICANOS,73253,14.1,1711803,JUARINA,TO,1. péssimo
PRD,73253,20.83,1711803,JUARINA,TO,1. péssimo
PL,73253,7.85,1711803,JUARINA,TO,1. péssimo
UNIÃO,73253,15.68,1711803,JUARINA,TO,1. péssimo
UNIÃO,73253,15.68,1711803,JUARINA,TO,1. péssimo
PP,73385,16.94,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
PL,73385,7.85,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
MDB,73385,17.41,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
PP,73385,16.94,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
REPUBLICANOS,73385,14.1,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
REPUBLICANOS,73385,14.1,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
PL,73385,7.85,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
UNIÃO,73385,15.68,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
PDT,73385,56.75,1711902,LAGOA DA CONFUSAO,TO,3. regular
UNIÃO,73385,15.68,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
PP,73385,16.94,1711902,LAGOA DA CONFUSAO,TO,1. péssimo
UNIÃO,73113,15.68,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73113,14.1,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
UNIÃO,73113,15.68,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
PP,73113,16.94,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
UNIÃO,73113,15.68,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73113,14.1,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
PP,73113,16.94,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73113,14.1,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
PP,73113,16.94,1711951,LAGOA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73407,14.1,1712009,LAJEADO,TO,1. péssimo
PSDB,73407,15.21,1712009,LAJEADO,TO,1. péssimo
PSDB,73407,15.21,1712009,LAJEADO,TO,1. péssimo
PV,73407,64.62,1712009,LAJEADO,TO,4. bom
PSDB,73407,15.21,1712009,LAJEADO,TO,1. péssimo
REPUBLICANOS,73407,14.1,1712009,LAJEADO,TO,1. péssimo
PL,73407,7.85,1712009,LAJEADO,TO,1. péssimo
PL,73407,7.85,1712009,LAJEADO,TO,1. péssimo
PL,73407,7.85,1712009,LAJEADO,TO,1. péssimo
PSD,73601,23.02,1712157,LAVANDEIRA,TO,1. péssimo
UNIÃO,73601,15.68,1712157,LAVANDEIRA,TO,1. péssimo
MDB,73601,17.41,1712157,LAVANDEIRA,TO,1. péssimo
PSD,73601,23.02,1712157,LAVANDEIRA,TO,1. péssimo
UNIÃO,73601,15.68,1712157,LAVANDEIRA,TO,1. péssimo
REPUBLICANOS,73601,14.1,1712157,LAVANDEIRA,TO,1. péssimo
REPUBLICANOS,73601,14.1,1712157,LAVANDEIRA,TO,1. péssimo
REPUBLICANOS,73601,14.1,1712157,LAVANDEIRA,TO,1. péssimo
REPUBLICANOS,73601,14.1,1712157,LAVANDEIRA,TO,1. péssimo
UNIÃO,95699,15.68,1712405,LIZARDA,TO,1. péssimo
PDT,95699,56.75,1712405,LIZARDA,TO,3. regular
UNIÃO,95699,15.68,1712405,LIZARDA,TO,1. péssimo
UNIÃO,95699,15.68,1712405,LIZARDA,TO,1. péssimo
SOLIDARIEDADE,95699,33.33,1712405,LIZARDA,TO,2. ruim
UNIÃO,95699,15.68,1712405,LIZARDA,TO,1. péssimo
UNIÃO,95699,15.68,1712405,LIZARDA,TO,1. péssimo
SOLIDARIEDADE,95699,33.33,1712405,LIZARDA,TO,2. ruim
PDT,95699,56.75,1712405,LIZARDA,TO,3. regular
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
REPUBLICANOS,73520,14.1,1712454,LUZINOPOLIS,TO,1. péssimo
REPUBLICANOS,73520,14.1,1712454,LUZINOPOLIS,TO,1. péssimo
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
UNIÃO,73520,15.68,1712454,LUZINOPOLIS,TO,1. péssimo
REPUBLICANOS,92304,14.1,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
PDT,92304,56.75,1712504,MARIANOPOLIS DO TOCANTINS,TO,3. regular
PSDB,92304,15.21,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
PSDB,92304,15.21,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,92304,14.1,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
UNIÃO,92304,15.68,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
PSDB,92304,15.21,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,92304,14.1,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
UNIÃO,92304,15.68,1712504,MARIANOPOLIS DO TOCANTINS,TO,1. péssimo
UNIÃO,73270,15.68,1712702,MATEIROS,TO,1. péssimo
UNIÃO,73270,15.68,1712702,MATEIROS,TO,1. péssimo
AGIR,73270,NA,1712702,MATEIROS,TO,NA
PSDB,73270,15.21,1712702,MATEIROS,TO,1. péssimo
AGIR,73270,NA,1712702,MATEIROS,TO,NA
UNIÃO,73270,15.68,1712702,MATEIROS,TO,1. péssimo
UNIÃO,73270,15.68,1712702,MATEIROS,TO,1. péssimo
PSDB,73270,15.21,1712702,MATEIROS,TO,1. péssimo
PSDB,73270,15.21,1712702,MATEIROS,TO,1. péssimo
UNIÃO,73059,15.68,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
UNIÃO,73059,15.68,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
UNIÃO,73059,15.68,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73059,14.1,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
UNIÃO,73059,15.68,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
PDT,73059,56.75,1712801,MAURILANDIA DO TOCANTINS,TO,3. regular
PSDB,73059,15.21,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
PSDB,73059,15.21,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,73059,14.1,1712801,MAURILANDIA DO TOCANTINS,TO,1. péssimo
UNIÃO,94617,15.68,1713205,MIRACEMA DO TOCANTINS,TO,1. péssimo
PP,94617,16.94,1713205,MIRACEMA DO TOCANTINS,TO,1. péssimo
REPUBLICANOS,94617,14.1,1713205,MIRACEMA DO TOCANTINS,TO,1. péssimo
PDT,94617,56.75,1713205,MIRACEMA DO TOCANTINS,TO,3. regular
SOLIDARIEDADE,94617,33.33,1713205,MIRACEMA DO TOCANTINS,TO,2. ruim
UNIÃO,94617,15.68,1713205,MIRACEMA DO TOCANTINS,TO,1. péssimo
PP,94617,16.94,1713205,MIRACEMA DO TOCANTINS,TO,1. péssimo
SOLIDARIEDADE,94617,33.33,1713205,MIRACEMA DO TOCANTINS,TO,2. ruim
REPUBLICANOS,94617,14.1,1713205,MIRACEMA DO TOCANTINS,TO,1. péssimo
PDT,94617,56.75,1713205,MIRACEMA DO TOCANTINS,TO,3. regular
PC do B,94617,94.23,1713205,MIRACEMA DO TOCANTINS,TO,5. ótimo
MDB,94633,17.41,1713304,MIRANORTE,TO,1. péssimo
MDB,94633,17.41,1713304,MIRANORTE,TO,1. péssimo
PL,94633,7.85,1713304,MIRANORTE,TO,1. péssimo
REPUBLICANOS,94633,14.1,1713304,MIRANORTE,TO,1. péssimo
REPUBLICANOS,94633,14.1,1713304,MIRANORTE,TO,1. péssimo
PL,94633,7.85,1713304,MIRANORTE,TO,1. péssimo
UNIÃO,94633,15.68,1713304,MIRANORTE,TO,1. péssimo
PL,94633,7.85,1713304,MIRANORTE,TO,1. péssimo
REPUBLICANOS,94633,14.1,1713304,MIRANORTE,TO,1. péssimo
REPUBLICANOS,94692,14.1,1713601,MONTE DO CARMO,TO,1. péssimo
PDT,94692,56.75,1713601,MONTE DO CARMO,TO,3. regular
REPUBLICANOS,94692,14.1,1713601,MONTE DO CARMO,TO,1. péssimo
AGIR,94692,NA,1713601,MONTE DO CARMO,TO,NA
AGIR,94692,NA,1713601,MONTE DO CARMO,TO,NA
NOVO,94692,6.94,1713601,MONTE DO CARMO,TO,1. péssimo
REPUBLICANOS,94692,14.1,1713601,MONTE DO CARMO,TO,1. péssimo
PL,94692,7.85,1713601,MONTE DO CARMO,TO,1. péssimo
NOVO,94692,6.94,1713601,MONTE DO CARMO,TO,1. péssimo
PL,73563,7.85,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
DC,73563,NA,1713700,MONTE SANTO DO TOCANTINS,TO,NA
MDB,73563,17.41,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
UNIÃO,73563,15.68,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
PL,73563,7.85,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
DC,73563,NA,1713700,MONTE SANTO DO TOCANTINS,TO,NA
UNIÃO,73563,15.68,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
UNIÃO,73563,15.68,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
UNIÃO,73563,15.68,1713700,MONTE SANTO DO TOCANTINS,TO,1. péssimo
PP,73342,16.94,1713957,MURICILANDIA,TO,1. péssimo
PL,73342,7.85,1713957,MURICILANDIA,TO,1. péssimo
PP,73342,16.94,1713957,MURICILANDIA,TO,1. péssimo
REPUBLICANOS,73342,14.1,1713957,MURICILANDIA,TO,1. péssimo
UNIÃO,73342,15.68,1713957,MURICILANDIA,TO,1. péssimo
UNIÃO,73342,15.68,1713957,MURICILANDIA,TO,1. péssimo
PL,73342,7.85,1713957,MURICILANDIA,TO,1. péssimo
REPUBLICANOS,73342,14.1,1713957,MURICILANDIA,TO,1. péssimo
REPUBLICANOS,73342,14.1,1713957,MURICILANDIA,TO,1. péssimo
PL,94811,7.85,1714203,NATIVIDADE,TO,1. péssimo
PP,94811,16.94,1714203,NATIVIDADE,TO,1. péssimo
PRD,94811,20.83,1714203,NATIVIDADE,TO,1. péssimo
UNIÃO,94811,15.68,1714203,NATIVIDADE,TO,1. péssimo
PRD,94811,20.83,1714203,NATIVIDADE,TO,1. péssimo
REPUBLICANOS,94811,14.1,1714203,NATIVIDADE,TO,1. péssimo
UNIÃO,94811,15.68,1714203,NATIVIDADE,TO,1. péssimo
PP,94811,16.94,1714203,NATIVIDADE,TO,1. péssimo
PP,94811,16.94,1714203,NATIVIDADE,TO,1. péssimo
REPUBLICANOS,94838,14.1,1714302,NAZARE,TO,1. péssimo
PP,94838,16.94,1714302,NAZARE,TO,1. péssimo
PP,94838,16.94,1714302,NAZARE,TO,1. péssimo
PSD,94838,23.02,1714302,NAZARE,TO,1. péssimo
REPUBLICANOS,94838,14.1,1714302,NAZARE,TO,1. péssimo
PP,94838,16.94,1714302,NAZARE,TO,1. péssimo
PP,94838,16.94,1714302,NAZARE,TO,1. péssimo
PSD,94838,23.02,1714302,NAZARE,TO,1. péssimo
REPUBLICANOS,94838,14.1,1714302,NAZARE,TO,1. péssimo
PSDB,96636,15.21,1714880,NOVA OLINDA,TO,1. péssimo
UNIÃO,96636,15.68,1714880,NOVA OLINDA,TO,1. péssimo
PSDB,96636,15.21,1714880,NOVA OLINDA,TO,1. péssimo
UNIÃO,96636,15.68,1714880,NOVA OLINDA,TO,1. péssimo
PP,96636,16.94,1714880,NOVA OLINDA,TO,1. péssimo
PSDB,96636,15.21,1714880,NOVA OLINDA,TO,1. péssimo
REPUBLICANOS,96636,14.1,1714880,NOVA OLINDA,TO,1. péssimo
PP,96636,16.94,1714880,NOVA OLINDA,TO,1. péssimo
PDT,96636,56.75,1714880,NOVA OLINDA,TO,3. regular
PRD,92401,20.83,1715002,NOVA ROSALANDIA,TO,1. péssimo
MDB,92401,17.41,1715002,NOVA ROSALANDIA,TO,1. péssimo
REPUBLICANOS,92401,14.1,1715002,NOVA ROSALANDIA,TO,1. péssimo
REPUBLICANOS,92401,14.1,1715002,NOVA ROSALANDIA,TO,1. péssimo
REPUBLICANOS,92401,14.1,1715002,NOVA ROSALANDIA,TO,1. péssimo
MDB,92401,17.41,1715002,NOVA ROSALANDIA,TO,1. péssimo
PRD,92401,20.83,1715002,NOVA ROSALANDIA,TO,1. péssimo
REPUBLICANOS,92401,14.1,1715002,NOVA ROSALANDIA,TO,1. péssimo
