"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"1. Floresta","177160.90248249122","177105.40933215801","177078.94415585508","177006.71012034087","176964.79752442878","176973.58500372613","177017.14364202015","177012.58981275666","177003.56435768012","176922.7886215021","177029.14941382458","177038.2390439471","177075.66680325652","177101.90583968328","177128.57167207683","177261.48579133692","177292.79613064651","177302.54061724295","177301.63666088803","177316.11195463664","177301.5230541923","177274.61550044842","177233.32505548603","177220.00702504106","177217.0939462188","177196.37326816408","177169.35840517306","177041.85732803826","176990.14456063762","176942.33410183858","176933.71194073214","176901.91472995232","176880.439958444","176839.49491717186","176586.89193641604","176541.83719645604","176442.73754428845","176417.05916898418"
"1.1. Formação Florestal","176584.92918464378","176533.8805772115","176504.8201865772","176440.166679635","176398.96568820436","176404.92467988573","176446.2321498545","176440.60782694895","176431.60255767114","176359.91541008587","176455.16710555292","176463.99929356188","176495.74958677407","176534.90587409565","176573.56614722213","176710.391937753","176736.91905073746","176731.38403316593","176718.6920107289","176731.56341720335","176716.40509365164","176690.4248042023","176649.9111025216","176635.27801749806","176631.89064926564","176611.2591123303","176584.83798734492","176459.2075943654","176406.49130345767","176358.46780635108","176348.63831826384","176316.16526759544","176294.5557999813","176256.55065753116","176003.59131080855","175959.24757518966","175864.083081026","175839.66679461146"
"1.2. Formação Savânica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável","575.9732978474439","571.5287549465031","574.1239692778688","566.5434407058526","565.831836224412","568.6603238403782","570.9114921656455","571.9819858077209","571.9618000089746","562.8732114162533","573.9823082716742","574.2397503852383","579.9172164824589","566.9999655876356","555.0055248546878","551.0938535839115","555.8770799090447","571.1565840770277","582.9446501591209","584.5485374332909","585.1179605406505","584.1906962460973","583.4139529644162","584.7290075430105","585.2032969531716","585.114155833787","584.5204178281285","582.6497336728548","583.6532571799349","583.8662954874899","585.0736224683083","585.7494623568892","585.8841584627268","582.944259640705","583.300625607502","582.5896212663705","578.6544632624353","577.3923743727248"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2. Formação Natural não Florestal","59.052408603994365","64.63583965195603","59.16729257865159","61.5189650657265","52.853023768861085","51.08608940527823","45.39405477826286","46.61325838445926","48.056517619772535","162.06240494076013","70.46598528605148","46.13548751041189","61.383747640380875","93.5171499502145","52.44795248269477","58.24235697904698","61.0745639752796","66.26758657923082","51.87957674594059","71.78248907755534","71.59067539871515","63.53165450980396","71.27408423703663","68.08978593522617","69.14103925359993","72.90169674629965","46.53092418978822","51.23475365564686","56.97298554594153","66.40053197222541","85.50086290165916","71.91843825295842","86.99151437157721","60.25814695073149","62.793074813232444","62.58052648930569","73.2014006215294","14.636292497319246"
"2.1. Campo Alagado e Área Pantanosa","56.03743434663664","62.613386193608335","52.538675375521805","59.105038433143775","50.04756301204908","47.0359030760522","41.45246242589614","38.34177540086934","43.92847063512467","160.39023036017937","69.84886654495543","41.876141361419094","50.64956536151962","61.88145502929686","44.15903481866577","44.27415976749196","53.82894160950907","51.0246641860304","45.170373640495775","53.177011983666546","64.25217903703277","53.959306805563564","60.58740443637027","59.18421817679614","52.79485979805747","58.8231414432541","38.4247207543706","44.980914822854466","44.622429348431766","54.009451165436374","66.07894970676793","59.305307626330816","66.18692009909235","46.26858158298869","53.518988171482476","53.325676286932264","64.19447289701577","2.8973062284821154"
"2.2. Formação Campestre","3.0149742573577285","2.0224534583476945","6.628617203129786","2.413926632582721","2.805460756812002","4.050186329226026","3.9415923523667282","8.271482983589921","4.128046984647864","1.6721745805807673","0.6171187410960477","4.2593461489928","10.734182278861251","31.63569492091765","8.288917664028993","13.968197211555022","7.245622365770527","15.24292239320042","6.709203105444813","18.6054770938888","7.338496361682367","9.57234770424039","10.686679800666356","8.905567758430037","16.34617945554245","14.078555303045542","8.106203435417623","6.253838832792395","12.350556197509768","12.391080806789029","19.421913194891225","12.613130626627605","20.804594272484863","13.989565367742804","9.274086641749966","9.254850202373428","9.006927724513636","11.738986268837131"
"2.3. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.4. Afloramento Rochoso","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.5. Restinga Herbácea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2.6. Outras Formações não Florestais","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
