"Classe","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"1. Floresta","963993.5927154393","965993.7098436762","965852.5565021316","965538.9951907296","965515.4680103114","965537.8290761732","965608.3774935574","965898.5718112369","965883.693617242","965835.8219977272","965740.4844790149","965666.9756914742","965745.6108343548","965794.9657197946","965936.1896713318","966305.346547023","966431.2995724132","966415.8275544206","965966.6893077972","965061.4449503631","964621.2197701626","964311.1483929036","964025.6954439307","963924.0938166083","963861.3129319334","963907.6557090026","963879.0253185758","963706.9093986349","963426.8800839031","963374.1632232484","963197.1162128821","962748.637375337","960909.8134609497","960714.5720614129","962005.5683611532","962828.3739011055","962410.5060603638","961705.250237823"
"1.1. Formação Florestal","963206.8446758362","965213.7786286091","965089.9028500956","964767.5831794833","964739.9062541372","964766.6086789102","964845.1641981895","965143.2597399518","965128.3772823461","965093.2261718095","965007.6910539883","964936.7214885699","965000.5945758054","965012.2987363186","965139.0615843515","965499.2765194972","965624.072306844","965605.1445597194","965157.9547609597","964246.9595686197","963801.017394866","963512.0717331955","963235.6475852723","963147.2070289779","963078.3205117348","963090.3637243325","963057.0539654779","962878.1336562851","962591.1153926398","962538.8421933987","962364.0951708803","961915.9673075539","960103.7491068324","959912.2203503558","961194.1958099265","962025.6736666171","961586.7664643276","960905.9211690073"
"1.2. Formação Savânica","282.7767495328294","280.1267276395189","278.71208962682357","285.9618056851732","293.91697844518296","293.29746300328844","290.9101888333665","281.45292517369876","282.1618015653002","267.3135569913258","251.66407214635544","249.2169850217574","253.28213967263622","292.9705940061318","295.35782169778224","295.4466234189735","293.50281702859274","294.38759092385635","294.38911462991115","299.07518946511607","300.3720587247238","278.6269640286787","273.5868833035814","260.4154048428882","264.65894838536866","298.6934828030928","302.2303662320479","310.2731576932297","313.80663620275106","314.24955677770237","312.3931301785812","311.5087876004562","285.4316856229174","281.8960551907885","292.7700357571945","287.2876466702804","306.7359584256516","304.0502421663171"
"1.3. Mangue","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.4. Floresta Alagável","503.97129007034584","499.80448742752344","483.9415624092131","485.4502055610685","481.6447777290373","477.9229342597991","472.3031065345195","473.8591461113902","473.1545333306285","475.28226892633165","481.129352880189","481.0372178826304","491.73411887668965","489.6963894699515","501.7702652825328","510.6234041069956","513.7244485405894","516.2954037774059","514.3454322075816","515.4101922783823","519.8303165718107","520.4496956794767","516.4609753547696","516.4713827874156","518.3334718132945","518.5985018670053","519.7409868660001","518.5025846565276","521.9580550605801","521.0714730720548","520.6279118232754","521.1612801826506","520.632668494418","520.4556558662442","518.6025154695157","515.4125878181485","517.003637610629","495.2788266493613"
"1.5. Restinga Arbórea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2. Formação Natural não Florestal","7603.34737436628","7568.194302202672","7556.973818993701","7541.134783635817","7520.2606223063685","7513.4998989344585","7526.29423961482","7529.757751183137","7536.265093684143","7548.60753079404","7537.688328516473","7536.92798376028","7677.831725541342","7965.403130495392","7603.929468972164","7771.6406680022565","7639.1934470325905","7660.693047560169","7616.818049262789","7629.844575435807","7813.803671232241","7625.1168819446475","7682.997759270446","7692.30070083759","7650.5091818264855","7777.479844626773","7663.554444798034","7629.402289126383","7619.678322106889","7609.254132814394","7735.768404713311","7759.670187706738","7714.7149033657915","7728.499695349477","7728.651961483254","7803.3309500938285","7819.14457178405","7162.5291414217845"
"2.1. Campo Alagado e Área Pantanosa","1381.2614172869528","1449.347428702444","1528.9172398243416","1584.5737816923042","1833.2886131760504","1918.1516994867295","1979.5042757469976","1938.7858081738752","1895.0174281383784","1849.5350091140544","1723.398493190459","1612.5953750625442","1625.1573374479908","1905.6017903461786","1368.1198151596739","1352.910227804387","1260.938969675413","1398.309054318969","1623.3413820587518","1534.360041154784","1528.8933121686157","1256.9361514287023","1368.5134068315592","1417.9037256374463","1202.2140576758766","1327.4439885515992","1210.9458633909942","995.2727869157864","840.824285567076","853.3072436734063","950.5488353933054","930.18954512128","814.9603009202189","871.0974510940616","909.3283041743259","950.8763386330997","967.6282877271708","947.3886127198246"
"2.2. Formação Campestre","5795.329562487043","5692.26733511522","5601.300217890063","5529.804712002108","5260.12756628364","5168.238596005347","5119.415346063869","5163.597393912583","5214.137988977162","5272.051195410456","5387.179909068692","5496.781026385725","5625.564839411712","5632.779776239303","5808.877131394279","5991.709411859248","5951.321991407472","5835.36318549584","5566.367449046079","5667.6684567419625","5857.270621459867","5940.54079861287","5887.109672385178","5846.8455698168445","6021.008833110572","6022.6610169882615","6025.410549662656","6206.843563874417","6351.391411838887","6328.660955504515","6357.66831696405","6402.194524616709","6472.5568719768235","6429.851350230759","6391.153982266205","6424.903696659705","6423.876747167232","5786.616637741267"
"2.3. Apicum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
